FIPS,State,Perc.Fair.Poor.Health,Physically.Unhealthy.Days,Mentally.Unhealthy.Days,Perc.Low.Birth.Weight,Perc.Smokers,Perc.Obese,Perc.Physically.Inactive,Perc.Excessive.Drinking,MV.Mortality.Rate,Chlamydia.Rate,Teen.Birth.Rate,Perc.Uninsured,Pr.Care.Physician.Ratio,Dentist.Ratio,Prev.Hosp.Stay.Rate,Perc.Diabetic.Screening,Perc.Mammography,Perc.High.School.Grad,Perc.Some.College,Perc.Unemployed,Perc.Children.in.Poverty,Perc.No.Soc.Emo.Support,Perc.Single.Parent.HH,Violent.Crime.Rate,Avg.Daily.Particulates,Perc.pop.in.viol,Rec.Facility.Rate,Perc.Limited.Access,Perc.Fast.Foods
17181,12,13.0,3.0,3.0,7.8,18.0,31,33,16.0,17.0,236.0,50.0,14,1480.0,2619.0,92.0,91.0,68.4,83.0,55.0,11.7,28,16.0,32,84.0,12.6,8.0,0.0,4,47.0
17183,12,18.0,4.3,3.7,9.3,27.0,29,31,19.0,15.0,538.0,60.0,14,2039.0,3840.0,100.0,84.0,62.8,79.0,51.0,10.6,31,22.0,43,542.0,12.6,3.0,9.8,7,49.0
17185,12,13.0,3.0,3.0,7.4,18.0,29,30,16.0,18.0,167.0,39.0,14,1989.0,4007.0,91.0,89.0,60.9,79.0,64.1,9.2,21,16.0,20,130.0,13.4,0.0,16.8,2,47.0
17187,12,8.0,3.1,3.7,6.6,18.0,29,28,16.0,16.0,260.0,28.0,15,1769.0,3763.0,73.0,91.0,73.5,92.0,51.7,7.8,21,16.0,37,389.0,11.4,0.0,5.7,0,38.0
17189,12,13.0,2.5,1.6,6.2,18.0,31,29,16.0,23.0,204.0,29.0,12,3674.0,3736.0,87.0,84.0,68.2,87.0,71.4,7.4,13,16.0,28,516.0,12.6,0.0,6.8,4,39.0
17191,12,15.0,1.7,2.4,7.1,18.0,29,28,16.0,18.0,137.0,46.0,14,2392.0,4206.0,88.0,93.0,64.8,82.0,56.6,8.8,21,16.0,32,263.0,13.1,19.0,17.9,7,33.0
17193,12,13.0,4.0,2.8,7.8,18.0,29,33,16.0,14.0,198.0,53.0,14,3660.0,3757.0,106.0,90.0,61.3,84.0,62.6,8.1,23,16.0,31,288.0,13.3,0.0,6.8,14,39.0
17195,12,12.0,2.3,2.1,5.9,28.0,28,31,18.0,13.0,335.0,47.0,14,1719.0,2703.0,87.0,86.0,64.8,83.0,56.6,9.9,21,14.0,33,178.0,11.7,0.0,12.0,5,37.0
17197,12,13.0,3.1,3.3,7.6,18.0,31,25,22.0,8.0,264.0,26.0,12,2121.0,2196.0,92.0,84.0,66.4,87.0,67.7,10.1,11,20.0,21,188.0,12.3,1.0,9.4,6,58.0
17199,12,22.0,3.5,3.6,8.0,21.0,31,32,13.0,20.0,324.0,42.0,14,1327.0,2625.0,94.0,82.0,63.3,80.0,67.4,8.9,23,15.0,34,541.0,12.8,0.0,12.0,6,45.0
18003,13,13.0,3.2,3.3,9.0,22.0,33,26,17.0,9.0,572.0,44.0,17,1670.0,1914.0,58.0,84.0,59.6,90.0,64.2,9.1,25,18.0,33,257.0,12.7,0.0,15.2,10,46.0
18007,13,17.0,5.7,3.1,5.9,24.0,33,34,12.0,37.0,181.0,36.0,18,4440.0,4486.0,70.0,91.0,58.6,95.0,50.3,8.7,18,10.0,20,167.0,12.5,0.0,0.0,0,57.0
18009,13,27.0,5.3,4.7,9.1,32.0,33,30,12.0,21.0,227.0,51.0,16,1822.0,4305.0,115.0,86.0,64.0,91.0,41.0,11.0,25,27.0,38,94.0,13.1,0.0,7.8,1,42.0
18013,13,11.0,2.2,2.6,6.3,19.0,30,26,15.0,23.0,39.0,22.0,17,5076.0,7695.0,36.0,84.0,58.2,94.0,49.7,8.4,22,19.0,27,61.0,13.3,0.0,6.6,1,23.0
18015,13,21.0,3.8,3.8,7.0,26.0,32,27,14.0,18.0,129.0,28.0,16,3360.0,2533.0,66.0,82.0,64.9,93.0,53.6,8.2,17,23.0,18,72.0,12.7,0.0,14.9,2,46.0
18019,13,16.0,3.8,4.7,8.2,28.0,31,32,16.0,11.0,352.0,49.0,16,1940.0,3203.0,98.0,83.0,63.3,85.0,58.8,8.7,19,18.0,35,376.0,13.2,0.0,7.2,7,48.0
18021,13,17.0,4.0,2.6,6.2,28.0,36,30,12.0,25.0,134.0,43.0,17,1793.0,4539.0,83.0,81.0,57.4,88.0,54.5,10.7,21,20.0,24,439.0,13.2,0.0,3.7,1,53.0
18023,13,16.0,4.1,4.1,7.6,19.0,29,27,10.0,16.0,310.0,53.0,21,2768.0,3095.0,72.0,89.0,65.9,86.0,43.4,8.7,24,16.0,35,121.0,12.9,0.0,0.0,1,57.0
18027,13,27.0,4.4,3.7,7.5,25.0,33,27,17.0,17.0,126.0,47.0,21,2883.0,4037.0,77.0,80.0,55.6,88.0,43.1,6.0,23,20.0,23,117.0,13.4,0.0,3.2,1,55.0
18029,13,12.0,3.9,3.6,7.6,29.0,34,29,18.0,17.0,142.0,36.0,15,2177.0,5624.0,89.0,89.0,61.4,91.0,55.4,8.9,14,19.0,21,108.0,13.4,0.0,12.0,7,37.0
18031,13,17.0,4.1,4.6,7.5,22.0,31,25,13.0,25.0,140.0,48.0,17,2344.0,4360.0,73.0,84.0,65.9,94.0,48.0,10.2,22,19.0,30,167.0,13.3,9.0,11.6,4,46.0
18033,13,13.0,3.0,3.4,6.4,22.0,31,27,11.0,10.0,114.0,46.0,16,1565.0,2256.0,72.0,85.0,55.5,89.0,53.8,9.9,18,15.0,26,167.0,12.5,0.0,11.8,8,43.0
18039,13,15.0,3.1,3.4,7.2,21.0,29,26,12.0,14.0,337.0,58.0,23,2124.0,3196.0,68.0,86.0,62.7,85.0,44.4,11.2,27,21.0,32,135.0,12.4,2.0,6.6,6,48.0
18043,13,19.0,3.5,4.0,8.6,30.0,31,25,16.0,9.0,406.0,40.0,13,1865.0,1852.0,76.0,80.0,67.3,92.0,61.1,8.0,18,21.0,38,179.0,13.1,0.0,9.4,4,61.0
18045,13,14.0,3.9,3.0,6.2,28.0,29,30,14.0,30.0,180.0,49.0,16,8631.0,5811.0,101.0,86.0,62.5,86.0,52.4,9.6,18,16.0,29,167.0,12.8,5.0,0.0,1,39.0
18049,13,19.0,3.4,4.1,7.4,20.0,32,27,13.0,27.0,24.0,52.0,18,1894.0,2340.0,72.0,84.0,60.7,89.0,43.1,9.3,23,24.0,29,259.0,12.6,0.0,4.8,6,39.0
18051,13,17.0,4.1,3.9,7.9,26.0,28,28,12.0,18.0,290.0,39.0,14,2396.0,2637.0,70.0,89.0,62.3,89.0,52.4,8.0,15,21.0,24,87.0,13.4,17.0,6.0,4,55.0
18059,13,15.0,3.3,2.9,7.8,19.0,28,24,19.0,13.0,91.0,29.0,14,1404.0,2835.0,59.0,85.0,66.9,91.0,64.5,7.9,10,13.0,23,51.0,13.1,0.0,4.3,8,52.0
18061,13,12.0,3.5,2.9,7.7,16.0,30,29,20.0,16.0,170.0,34.0,15,2316.0,2846.0,76.0,87.0,64.0,92.0,56.1,8.3,17,21.0,24,54.0,13.2,39.0,5.1,1,67.0
18063,13,13.0,2.8,3.2,7.0,21.0,34,24,15.0,10.0,107.0,21.0,11,1778.0,2194.0,66.0,87.0,70.8,95.0,71.8,7.2,7,14.0,21,156.0,13.1,0.0,11.7,6,51.0
18067,13,19.0,5.1,4.9,7.9,25.0,34,32,13.0,14.0,365.0,49.0,16,1655.0,1355.0,63.0,85.0,67.2,89.0,55.5,10.5,25,23.0,33,257.0,12.9,0.0,10.9,10,59.0
18069,13,16.0,3.2,3.0,8.5,28.0,35,31,20.0,15.0,162.0,29.0,17,2061.0,3494.0,80.0,86.0,63.2,85.0,56.1,9.4,18,19.0,25,115.0,12.8,0.0,13.5,7,43.0
18073,13,13.0,2.9,4.6,6.8,24.0,32,30,17.0,23.0,87.0,35.0,16,1972.0,3828.0,90.0,85.0,62.6,85.0,54.2,8.8,15,20.0,26,167.0,12.5,1.0,14.9,2,48.0
18075,13,17.0,3.5,3.9,7.8,20.0,35,32,9.0,19.0,198.0,45.0,17,2120.0,3574.0,89.0,83.0,57.9,88.0,43.0,8.2,28,25.0,31,81.0,13.2,0.0,9.4,9,32.0
18079,13,19.0,5.1,5.0,7.8,37.0,30,29,15.0,30.0,165.0,69.0,17,2373.0,7194.0,83.0,79.0,58.0,82.0,42.7,11.0,22,27.0,36,195.0,13.3,0.0,3.5,8,48.0
18085,13,18.0,3.2,3.4,7.0,23.0,33,27,11.0,15.0,142.0,42.0,21,2417.0,3288.0,77.0,86.0,62.2,89.0,51.1,8.3,16,19.0,25,70.0,12.6,13.0,9.1,7,42.0
18091,13,16.0,3.5,3.4,9.5,25.0,31,26,19.0,19.0,218.0,49.0,16,2322.0,2362.0,78.0,86.0,65.6,89.0,52.7,10.4,26,20.0,37,197.0,12.4,51.0,6.3,7,48.0
18093,13,20.0,3.8,4.2,8.8,21.0,29,30,12.0,19.0,223.0,51.0,17,2429.0,2925.0,86.0,84.0,65.0,80.0,45.1,11.1,23,25.0,30,115.0,13.3,0.0,10.8,4,54.0
18097,13,17.0,3.6,3.8,9.4,26.0,30,26,16.0,11.0,808.0,60.0,20,1298.0,1422.0,68.0,82.0,63.0,81.0,58.5,9.4,32,23.0,46,1146.0,13.1,0.0,9.8,8,55.0
18099,13,12.0,3.2,3.4,6.5,23.0,29,29,12.0,21.0,94.0,38.0,20,1469.0,2805.0,46.0,87.0,56.3,85.0,46.6,9.9,18,18.0,23,67.0,12.5,0.0,8.5,4,60.0
18101,13,19.0,4.6,3.2,8.2,18.0,30,31,15.0,25.0,165.0,45.0,16,2584.0,5214.0,77.0,84.0,62.8,77.0,54.5,7.4,20,19.0,24,137.0,13.3,0.0,9.7,1,53.0
18103,13,16.0,4.2,4.1,7.9,30.0,32,31,21.0,26.0,127.0,46.0,17,5255.0,5025.0,67.0,83.0,67.2,89.0,45.8,11.0,23,21.0,31,84.0,12.7,2.0,8.2,8,54.0
18105,13,15.0,3.6,3.9,7.2,20.0,26,22,16.0,9.0,328.0,13.0,17,1629.0,2397.0,49.0,88.0,69.4,89.0,76.6,7.1,18,19.0,31,307.0,13.3,0.0,5.8,6,45.0
18107,13,16.0,3.9,4.0,8.2,25.0,31,31,14.0,24.0,150.0,50.0,17,2005.0,2310.0,88.0,83.0,65.1,93.0,47.6,8.8,24,20.0,28,183.0,12.9,0.0,5.2,4,45.0
18109,13,17.0,3.5,2.7,7.9,23.0,31,28,19.0,15.0,158.0,40.0,16,1974.0,2581.0,85.0,81.0,64.6,87.0,50.9,8.9,17,20.0,26,167.0,13.2,17.0,5.8,5,56.0
18111,13,23.0,4.3,4.3,7.0,24.0,31,30,14.0,40.0,56.0,34.0,17,1425.0,1442.0,107.0,87.0,57.6,77.0,47.4,9.5,23,19.0,28,78.0,12.4,0.0,7.0,0,39.0
18113,13,17.0,3.1,3.2,7.6,28.0,31,28,17.0,19.0,173.0,50.0,20,2969.0,4028.0,73.0,87.0,54.1,86.0,45.3,10.6,19,23.0,29,52.0,12.5,1.0,4.2,3,48.0
18115,13,17.0,3.0,3.0,5.8,24.0,30,29,14.0,19.0,114.0,31.0,16,2695.0,3081.0,88.0,88.0,60.0,90.0,45.0,8.8,18,19.0,25,167.0,13.3,0.0,0.0,0,20.0
18117,13,27.0,5.0,5.7,8.0,28.0,33,37,15.0,19.0,86.0,42.0,18,1650.0,4012.0,62.0,80.0,57.5,90.0,46.2,10.0,26,26.0,19,167.0,13.3,0.0,5.0,3,44.0
18119,13,14.0,4.2,3.7,7.5,33.0,36,31,14.0,24.0,93.0,45.0,17,5395.0,7260.0,65.0,88.0,57.7,82.0,44.8,10.0,25,19.0,32,167.0,13.3,0.0,4.6,0,50.0
18121,13,16.0,3.9,3.0,7.3,24.0,29,33,13.0,28.0,288.0,38.0,21,3467.0,4769.0,86.0,85.0,57.1,86.0,48.3,9.8,28,19.0,22,52.0,13.0,6.0,5.8,3,30.0
18125,13,21.0,4.3,3.0,9.4,17.0,31,30,14.0,25.0,93.0,44.0,15,6423.0,1306.0,66.0,80.0,63.1,96.0,47.2,7.8,17,19.0,33,167.0,13.4,0.0,0.0,2,55.0
18127,13,12.0,3.3,3.5,7.1,22.0,30,26,18.0,14.0,137.0,22.0,14,1750.0,2048.0,88.0,82.0,58.9,90.0,65.5,7.9,14,18.0,27,190.0,12.4,14.0,8.5,9,48.0
18129,13,16.0,3.4,2.6,7.3,21.0,31,28,23.0,18.0,193.0,27.0,12,2877.0,5227.0,95.0,85.0,67.2,87.0,64.7,7.2,17,22.0,29,167.0,13.5,77.0,3.9,6,29.0
18133,13,13.0,2.7,2.7,7.1,23.0,31,30,10.0,14.0,166.0,31.0,16,2231.0,3941.0,83.0,88.0,60.4,86.0,52.7,10.3,18,17.0,28,81.0,13.1,0.0,0.0,1,62.0
18135,13,23.0,5.0,3.3,8.5,23.0,35,38,14.0,16.0,245.0,46.0,17,4359.0,5297.0,77.0,85.0,64.5,87.0,49.3,10.4,27,21.0,35,76.0,13.2,0.0,11.5,9,15.0
18139,13,17.0,3.1,3.0,9.4,21.0,32,32,8.0,18.0,253.0,45.0,17,2479.0,2922.0,103.0,88.0,61.9,96.0,46.5,8.9,21,22.0,27,86.0,13.2,4.0,11.5,1,44.0
18147,13,17.0,3.6,3.0,7.5,21.0,31,26,16.0,20.0,53.0,32.0,15,3488.0,3042.0,58.0,88.0,70.7,91.0,51.6,8.0,15,18.0,16,167.0,13.3,0.0,0.0,0,46.0
18149,13,20.0,4.5,4.9,7.0,32.0,33,35,20.0,34.0,30.0,52.0,18,2922.0,1169.0,99.0,85.0,51.5,81.0,42.4,10.9,25,19.0,33,201.0,12.5,0.0,4.3,3,47.0
18151,13,16.0,3.2,4.7,7.9,27.0,32,28,22.0,18.0,184.0,41.0,17,2438.0,3544.0,71.0,85.0,62.6,89.0,55.4,10.2,21,15.0,27,84.0,12.3,1.0,8.8,7,35.0
18159,13,14.0,3.9,3.7,8.2,16.0,31,30,11.0,12.0,94.0,39.0,15,1986.0,2011.0,101.0,81.0,67.6,94.0,52.7,10.3,14,14.0,27,86.0,13.0,0.0,0.0,9,54.0
18161,13,21.0,3.5,4.5,5.0,24.0,33,26,7.0,29.0,120.0,46.0,17,7530.0,7597.0,113.0,79.0,63.0,83.0,60.6,9.1,23,16.0,22,167.0,13.3,0.0,0.0,0,71.0
18163,13,20.0,4.6,4.3,9.1,26.0,29,28,15.0,10.0,533.0,43.0,15,1070.0,1672.0,73.0,87.0,69.1,83.0,65.1,7.8,22,22.0,39,300.0,13.5,0.0,13.3,4,51.0
18165,13,20.0,4.7,4.2,7.9,24.0,31,28,14.0,26.0,99.0,44.0,15,3234.0,5459.0,124.0,84.0,46.7,88.0,51.2,11.7,20,18.0,28,126.0,12.9,8.0,6.2,6,47.0
18167,13,18.0,3.9,4.1,7.9,24.0,33,28,17.0,15.0,317.0,42.0,18,1089.0,2215.0,92.0,84.0,57.5,88.0,57.3,10.2,25,21.0,37,308.0,13.1,0.0,11.1,9,49.0
18171,13,17.0,4.1,3.5,5.8,21.0,30,31,9.0,22.0,165.0,32.0,16,4251.0,8587.0,98.0,88.0,72.9,91.0,43.8,7.1,15,19.0,25,167.0,12.6,0.0,0.0,1,47.0
18177,13,16.0,3.8,4.5,8.2,28.0,28,29,10.0,10.0,289.0,52.0,19,1530.0,2102.0,91.0,85.0,62.6,84.0,49.3,11.2,34,22.0,42,243.0,13.3,0.0,7.3,6,47.0
18179,13,14.0,2.8,3.4,7.7,23.0,32,27,6.0,13.0,116.0,24.0,15,1455.0,3125.0,98.0,91.0,69.9,93.0,54.7,8.3,16,17.0,26,31.0,13.0,0.0,7.2,5,50.0
18181,13,14.0,4.1,3.2,6.6,21.0,34,29,11.0,24.0,146.0,45.0,19,2467.0,3568.0,86.0,88.0,63.0,83.0,54.2,8.9,19,20.0,28,27.0,12.6,0.0,4.1,3,40.0
19001,14,7.0,2.2,1.7,7.4,17.0,31,31,16.0,27.0,117.0,23.0,11,2558.0,3913.0,45.0,92.0,72.2,98.0,60.8,4.8,15,16.0,20,53.0,9.3,0.0,26.1,2,43.0
19013,14,13.0,3.0,3.1,8.3,21.0,29,23,20.0,11.0,719.0,30.0,11,1066.0,1672.0,59.0,91.0,75.8,84.0,67.5,5.9,21,17.0,35,528.0,10.8,0.0,9.9,9,41.0
19015,14,10.0,2.6,3.0,5.8,21.0,34,28,20.0,22.0,194.0,27.0,9,2021.0,2704.0,64.0,92.0,71.9,90.0,67.3,5.1,13,15.0,24,255.0,9.9,0.0,11.4,4,33.0
19017,14,9.0,2.4,2.7,7.0,15.0,27,24,24.0,10.0,202.0,12.0,8,1619.0,2167.0,57.0,93.0,74.4,95.0,78.5,4.6,8,16.0,18,372.0,11.0,0.0,4.1,2,31.0
19019,14,15.0,4.3,1.9,5.9,23.0,29,27,24.0,16.0,167.0,26.0,11,2327.0,3041.0,53.0,92.0,68.0,91.0,62.9,6.1,18,13.0,19,72.0,11.0,0.0,0.0,3,30.0
19021,14,12.0,2.3,1.6,6.3,13.0,29,28,18.0,14.0,331.0,46.0,15,1693.0,1940.0,56.0,90.0,62.8,73.0,47.4,5.0,17,17.0,30,237.0,10.1,1.0,9.8,4,34.0
19025,14,12.0,3.0,2.6,7.8,18.0,31,30,19.0,27.0,197.0,31.0,12,1611.0,2476.0,80.0,88.0,73.5,97.0,68.8,5.2,17,16.0,27,65.0,9.9,0.0,0.0,15,50.0
19027,14,9.0,2.4,2.9,5.2,21.0,31,30,21.0,18.0,154.0,26.0,10,1301.0,2129.0,55.0,93.0,73.2,92.0,60.6,4.0,12,22.0,26,50.0,9.5,1.0,9.6,1,47.0
19029,14,11.0,2.0,3.1,8.1,17.0,36,28,17.0,19.0,222.0,41.0,12,2325.0,2036.0,40.0,90.0,66.7,93.0,55.2,6.2,21,15.0,29,145.0,9.0,0.0,14.3,7,33.0
19031,14,5.0,2.3,2.0,7.3,17.0,33,25,22.0,11.0,168.0,19.0,9,4623.0,2090.0,50.0,90.0,71.1,94.0,67.8,5.3,11,13.0,23,101.0,11.2,0.0,16.2,3,45.0
19033,14,11.0,3.0,3.2,6.7,20.0,27,25,18.0,13.0,256.0,30.0,10,2080.0,1676.0,64.0,87.0,72.1,90.0,70.3,6.4,18,17.0,34,100.0,11.0,0.0,22.7,5,42.0
19035,14,12.0,3.1,1.1,5.0,13.0,26,24,21.0,22.0,124.0,31.0,11,1514.0,3120.0,84.0,92.0,74.0,85.0,68.7,5.2,16,19.0,20,246.0,10.0,0.0,0.0,2,41.0
19037,14,9.0,1.1,1.7,5.3,21.0,31,28,29.0,28.0,153.0,22.0,12,1242.0,4202.0,65.0,87.0,77.0,85.0,53.0,6.3,14,15.0,23,185.0,11.2,0.0,8.0,6,19.0
19039,14,11.0,1.7,2.3,8.5,27.0,30,30,13.0,17.0,194.0,51.0,14,2326.0,4728.0,51.0,87.0,57.8,87.0,50.7,7.3,19,22.0,28,139.0,9.6,0.0,0.0,2,50.0
19043,14,13.0,2.4,2.8,6.7,18.0,29,31,32.0,23.0,83.0,20.0,14,2260.0,2296.0,60.0,91.0,65.9,94.0,58.2,6.9,21,20.0,22,49.0,11.2,0.0,0.0,7,25.0
19045,14,16.0,4.0,3.0,8.0,28.0,30,30,21.0,15.0,338.0,43.0,9,1693.0,2172.0,76.0,87.0,68.3,83.0,61.7,6.6,19,21.0,34,408.0,11.4,1.0,16.3,6,43.0
19047,14,15.0,3.6,2.6,6.0,14.0,32,33,15.0,14.0,374.0,38.0,17,2449.0,3545.0,68.0,86.0,68.0,83.0,47.1,4.6,19,20.0,23,70.0,9.3,0.0,5.8,8,39.0
19049,14,10.0,2.8,2.8,7.3,12.0,30,23,19.0,10.0,191.0,24.0,8,2666.0,3952.0,47.0,93.0,65.4,96.0,82.1,4.8,8,15.0,20,154.0,9.7,2.0,15.0,1,41.0
19051,14,15.0,2.5,2.7,4.4,18.0,31,30,19.0,18.0,80.0,26.0,18,2194.0,8900.0,64.0,84.0,58.6,87.0,60.0,7.0,28,15.0,11,174.0,10.5,91.0,22.8,5,30.0
19053,14,19.0,4.1,2.5,8.4,18.0,29,27,19.0,17.0,260.0,28.0,15,2812.0,2275.0,59.0,89.0,61.5,94.0,55.5,5.5,30,16.0,23,185.0,9.5,68.0,0.0,4,50.0
19055,14,8.0,2.0,2.3,6.1,23.0,33,29,23.0,14.0,130.0,23.0,12,1976.0,2250.0,63.0,91.0,76.9,98.0,60.1,5.5,15,17.0,17,228.0,11.1,0.0,16.9,3,29.0
19057,14,17.0,3.8,2.8,7.2,19.0,34,30,17.0,13.0,627.0,50.0,10,1492.0,1517.0,62.0,89.0,66.1,79.0,65.6,7.2,24,22.0,36,519.0,11.2,0.0,9.9,7,52.0
19059,14,13.0,2.0,2.4,5.9,23.0,27,23,19.0,17.0,162.0,26.0,11,1282.0,1875.0,56.0,88.0,64.4,91.0,72.3,6.5,12,13.0,26,46.0,10.9,0.0,36.0,4,31.0
19061,14,9.0,2.3,1.9,6.1,11.0,27,21,28.0,11.0,308.0,27.0,9,1235.0,1465.0,55.0,93.0,82.1,90.0,69.6,5.5,13,15.0,23,346.0,11.2,6.0,12.8,5,47.0
19065,14,11.0,3.0,3.0,6.3,22.0,33,26,25.0,17.0,216.0,28.0,12,2608.0,2405.0,58.0,90.0,65.6,92.0,61.7,6.6,19,20.0,24,162.0,11.2,0.0,4.8,2,30.0
19067,14,14.0,2.5,2.4,6.3,18.0,30,26,22.0,17.0,288.0,35.0,12,2718.0,2769.0,69.0,93.0,74.8,94.0,62.1,6.8,18,19.0,28,68.0,11.1,0.0,12.3,5,35.0
19069,14,10.0,2.6,3.4,5.1,21.0,33,28,16.0,17.0,281.0,41.0,15,2672.0,2722.0,53.0,84.0,68.6,97.0,55.6,5.5,19,13.0,24,185.0,10.7,0.0,9.4,4,27.0
19071,14,16.0,3.8,3.3,7.3,20.0,32,32,15.0,23.0,134.0,37.0,11,2476.0,7565.0,72.0,80.0,59.3,84.0,53.6,6.4,18,19.0,29,154.0,8.3,0.0,0.0,14,31.0
19073,14,7.0,1.6,2.2,7.8,18.0,29,29,19.0,16.0,246.0,35.0,11,1166.0,3158.0,51.0,92.0,66.7,89.0,67.2,6.0,22,14.0,26,185.0,9.7,8.0,10.7,8,25.0
19077,14,8.0,2.9,1.3,6.6,11.0,30,28,16.0,22.0,119.0,18.0,11,1826.0,5564.0,71.0,85.0,65.3,94.0,65.8,6.3,14,11.0,22,9.0,9.5,0.0,9.1,3,54.0
19079,14,9.0,2.6,3.0,8.7,22.0,32,25,14.0,15.0,236.0,36.0,10,1956.0,2264.0,101.0,92.0,77.0,89.0,62.2,9.9,16,12.0,26,330.0,10.3,0.0,12.8,6,29.0
19083,14,12.0,2.6,3.1,7.3,23.0,33,32,16.0,20.0,285.0,31.0,11,1753.0,2300.0,74.0,90.0,68.0,92.0,69.7,6.3,18,14.0,15,115.0,10.5,0.0,5.7,4,11.0
19085,14,14.0,3.2,2.5,7.5,24.0,31,29,20.0,30.0,114.0,24.0,11,2984.0,3801.0,81.0,86.0,61.2,89.0,67.7,5.2,14,16.0,19,84.0,9.1,0.0,0.0,5,50.0
19087,14,9.0,3.2,2.5,5.4,16.0,30,25,19.0,23.0,303.0,32.0,11,1548.0,2409.0,56.0,90.0,59.9,86.0,60.4,7.6,20,15.0,37,307.0,11.1,2.0,14.9,12,36.0
19091,14,13.0,4.2,0.9,5.7,17.0,31,27,17.0,26.0,194.0,34.0,12,4903.0,3313.0,59.0,90.0,71.1,96.0,58.1,5.3,16,9.0,30,17.0,10.4,0.0,10.2,6,37.0
19093,14,7.0,2.2,3.4,7.9,17.0,27,26,19.0,28.0,169.0,29.0,10,1179.0,3599.0,99.0,84.0,58.2,97.0,73.2,5.0,17,16.0,27,92.0,9.6,0.0,0.0,0,33.0
19095,14,18.0,2.8,2.2,5.3,13.0,29,31,16.0,13.0,245.0,18.0,8,1633.0,3325.0,42.0,92.0,71.4,94.0,70.3,6.0,9,24.0,19,100.0,10.8,29.0,6.1,2,30.0
19097,14,13.0,2.8,2.5,6.8,10.0,31,25,28.0,14.0,242.0,28.0,12,1984.0,2227.0,53.0,91.0,66.8,93.0,53.1,6.9,16,10.0,17,185.0,11.4,0.0,10.1,5,25.0
19101,14,12.0,2.2,2.4,4.9,21.0,30,23,16.0,19.0,137.0,27.0,14,1200.0,2647.0,50.0,86.0,58.0,87.0,64.4,7.3,23,16.0,22,123.0,10.9,0.0,23.8,4,45.0
19105,14,12.0,3.4,3.7,6.3,23.0,30,26,28.0,17.0,174.0,29.0,11,2297.0,3139.0,67.0,93.0,68.8,93.0,59.9,6.2,14,17.0,27,47.0,11.2,15.0,4.8,5,35.0
19109,14,14.0,2.7,4.1,6.3,18.0,29,35,18.0,13.0,135.0,20.0,11,2586.0,1972.0,48.0,85.0,76.9,94.0,69.4,4.3,15,16.0,15,121.0,10.9,0.0,6.4,11,35.0
19113,14,11.0,2.9,3.1,6.6,17.0,28,24,21.0,9.0,409.0,28.0,9,1544.0,1617.0,58.0,90.0,77.5,85.0,75.2,6.0,14,17.0,29,240.0,11.0,1.0,11.8,5,48.0
19119,14,7.0,1.7,1.1,6.0,20.0,27,28,16.0,15.0,35.0,16.0,12,3861.0,2349.0,61.0,90.0,66.3,97.0,65.9,3.0,13,12.0,13,189.0,10.6,0.0,8.6,5,33.0
19123,14,11.0,2.9,2.4,6.7,15.0,28,30,9.0,13.0,340.0,38.0,11,1599.0,3843.0,56.0,85.0,66.8,89.0,59.5,6.3,18,14.0,29,216.0,10.4,0.0,13.4,8,48.0
19125,14,10.0,2.6,2.1,6.9,19.0,32,25,11.0,12.0,156.0,23.0,9,1146.0,1747.0,60.0,89.0,73.2,92.0,70.0,5.9,12,13.0,21,185.0,10.1,0.0,3.0,3,47.0
19129,14,15.0,3.1,3.8,8.1,27.0,26,24,23.0,16.0,126.0,27.0,10,1673.0,2238.0,79.0,84.0,58.3,90.0,69.6,4.4,14,23.0,22,242.0,8.5,63.0,13.3,3,30.0
19131,14,4.0,2.3,2.2,4.8,18.0,26,29,16.0,18.0,46.0,16.0,12,3599.0,2208.0,42.0,84.0,73.5,98.0,66.2,5.0,16,17.0,19,62.0,11.3,0.0,18.5,6,25.0
19141,14,8.0,1.8,1.9,6.2,15.0,30,26,19.0,17.0,97.0,37.0,12,1798.0,1844.0,65.0,89.0,67.7,91.0,63.6,4.6,13,14.0,23,95.0,10.4,6.0,20.9,8,50.0
19143,14,12.0,3.3,2.7,4.9,16.0,31,26,19.0,26.0,46.0,24.0,14,3224.0,6560.0,50.0,86.0,69.7,97.0,59.2,5.3,15,16.0,18,31.0,10.8,0.0,0.0,5,25.0
19145,14,8.0,3.4,3.1,6.9,18.0,32,30,18.0,19.0,107.0,37.0,11,1327.0,1338.0,66.0,86.0,67.0,90.0,57.9,5.8,25,19.0,31,140.0,8.5,0.0,18.8,15,36.0
19147,14,11.0,3.5,2.0,7.2,16.0,28,27,19.0,21.0,138.0,21.0,12,1879.0,9741.0,64.0,86.0,70.6,93.0,70.2,4.7,15,17.0,18,114.0,10.6,4.0,0.0,9,35.0
19151,14,9.0,2.3,1.5,6.4,19.0,30,27,21.0,17.0,164.0,29.0,11,3641.0,1856.0,87.0,93.0,58.5,91.0,65.1,4.5,19,12.0,24,40.0,10.2,0.0,0.0,9,29.0
19153,14,11.0,2.9,2.8,7.2,19.0,28,24,19.0,9.0,482.0,41.0,10,2080.0,1617.0,50.0,89.0,69.0,86.0,71.6,6.1,18,16.0,30,358.0,10.0,2.0,14.8,6,47.0
