Avg.Daily.Particulates,Chlamydia.Rate,County,Dentist.Ratio,FIPS,MV.Mortality.Rate,Mentally.Unhealthy.Days,Perc.Children.in.Poverty,Perc.Diabetic.Screening,Perc.Excessive.Drinking,Perc.Fair.Poor.Health,Perc.Fast.Foods,Perc.High.School.Grad,Perc.Limited.Access,Perc.Low.Birth.Weight,Perc.Mammography,Perc.No.Soc.Emo.Support,Perc.Obese,Perc.Physically.Inactive,Perc.Single.Parent.HH,Perc.Smokers,Perc.Some.College,Perc.Unemployed,Perc.Uninsured,Perc.pop.in.viol,Physically.Unhealthy.Days,Pr.Care.Physician.Ratio,Prev.Hosp.Stay.Rate,Rec.Facility.Rate,State,Teen.Birth.Rate,Violent.Crime.Rate,YPLL.Rate,source,FIPS1,FIPS2
13.0,195.0,708,2852.0,39069,26.0,5.0,15.0,84.0,15.0,16.0,49.0,93.0,4.0,6.0,65.0,10.0,33.0,30.0,23.0,21.0,58.0,10.0,14.0,16.0,5.0,3131.0,66.0,4.0,35,33.0,105.0,,test,39,069
14.0,224.0,866,1699.0,39085,6.0,3.0,14.0,83.0,25.0,14.0,52.0,87.0,7.0,7.0,69.0,17.0,29.0,26.0,27.0,24.0,66.0,7.0,14.0,0.0,3.0,2255.0,77.0,10.0,35,22.0,155.0,,test,39,085
14.0,234.0,912,3094.0,39089,13.0,4.0,20.0,89.0,20.0,13.0,61.0,85.0,3.0,8.0,72.0,21.0,32.0,26.0,28.0,23.0,60.0,8.0,14.0,1.0,3.0,2253.0,72.0,11.0,35,36.0,152.0,,test,39,089
13.0,173.0,950,4868.0,39097,16.0,4.0,18.0,85.0,15.0,17.0,60.0,92.0,4.0,7.0,57.0,21.0,31.0,33.0,24.0,23.0,50.0,8.0,16.0,31.0,4.0,2172.0,93.0,2.0,35,40.0,70.0,,test,39,097
13.0,75.0,1116,8672.0,39121,22.0,3.0,23.0,81.0,15.0,16.0,59.0,87.0,8.0,7.0,58.0,19.0,33.0,27.0,29.0,21.0,38.0,13.0,16.0,0.0,4.0,4890.0,93.0,14.0,35,37.0,155.0,,test,39,121
13.0,232.0,1227,3348.0,39129,15.0,4.0,21.0,85.0,13.0,22.0,64.0,88.0,2.0,8.0,64.0,17.0,34.0,30.0,29.0,21.0,45.0,9.0,13.0,0.0,5.0,2325.0,98.0,2.0,35,41.0,157.0,,test,39,129
13.0,132.0,1231,2655.0,39131,22.0,5.0,36.0,72.0,9.0,21.0,58.0,82.0,11.0,9.0,63.0,19.0,33.0,36.0,36.0,21.0,39.0,15.0,15.0,0.0,5.0,2871.0,105.0,10.0,35,64.0,35.0,,test,39,131
13.0,271.0,1391,2289.0,39143,15.0,3.0,21.0,78.0,19.0,17.0,59.0,89.0,3.0,8.0,64.0,21.0,32.0,27.0,29.0,23.0,55.0,9.0,14.0,0.0,6.0,2255.0,63.0,8.0,35,43.0,185.0,,test,39,143
14.0,332.0,1592,2181.0,39155,12.0,4.0,29.0,83.0,20.0,18.0,54.0,89.0,7.0,9.0,64.0,20.0,30.0,31.0,38.0,25.0,50.0,10.0,15.0,0.0,4.0,1794.0,88.0,11.0,35,38.0,286.0,,test,39,155
14.0,221.0,1600,3127.0,39157,12.0,3.0,22.0,85.0,16.0,14.0,54.0,91.0,6.0,8.0,59.0,22.0,34.0,30.0,24.0,23.0,45.0,9.0,16.0,0.0,4.0,2103.0,100.0,5.0,35,36.0,72.0,,test,39,157
13.0,191.0,1622,3636.0,39161,12.0,5.0,17.0,85.0,13.0,16.0,53.0,90.0,4.0,7.0,70.0,19.0,35.0,25.0,18.0,21.0,54.0,9.0,15.0,0.0,5.0,2049.0,63.0,11.0,35,37.0,122.0,,test,39,161
13.0,167.0,1658,3177.0,39165,7.0,4.0,9.0,86.0,21.0,12.0,50.0,93.0,5.0,7.0,68.0,14.0,27.0,22.0,20.0,17.0,72.0,8.0,10.0,0.0,3.0,1232.0,62.0,13.0,35,23.0,68.0,,test,39,165
11.0,520.0,317,3850.0,40023,33.0,3.0,41.0,69.0,10.0,21.0,45.0,84.0,23.0,10.0,48.0,20.0,34.0,35.0,41.0,27.0,45.0,8.0,24.0,70.0,4.0,2538.0,196.0,0.0,36,97.0,229.0,,test,40,023
10.0,270.0,346,5972.0,40029,29.0,4.0,31.0,77.0,11.0,20.0,33.0,94.0,12.0,9.0,44.0,19.0,32.0,33.0,36.0,25.0,30.0,8.0,25.0,46.0,4.0,5911.0,178.0,0.0,36,78.0,173.0,,test,40,029
10.0,229.0,420,2419.0,40039,19.0,3.0,20.0,74.0,10.0,19.0,44.0,86.0,8.0,8.0,55.0,17.0,31.0,35.0,37.0,19.0,53.0,4.0,25.0,46.0,4.0,1719.0,90.0,7.0,36,50.0,441.0,,test,40,039
10.0,247.0,592,3480.0,40049,37.0,7.0,24.0,71.0,7.0,22.0,55.0,80.0,14.0,9.0,55.0,24.0,29.0,35.0,29.0,27.0,42.0,5.0,24.0,27.0,5.0,2117.0,99.0,7.0,36,70.0,240.0,,test,40,049
10.0,232.0,782,6596.0,40067,46.0,4.0,31.0,67.0,10.0,20.0,25.0,78.0,11.0,9.0,42.0,19.0,33.0,36.0,38.0,26.0,34.0,7.0,28.0,96.0,6.0,3226.0,145.0,0.0,36,68.0,246.0,,test,40,067
10.0,489.0,1153,2442.0,40111,27.0,5.0,33.0,82.0,10.0,21.0,57.0,79.0,11.0,8.0,49.0,22.0,35.0,34.0,39.0,27.0,50.0,10.0,21.0,40.0,4.0,2361.0,80.0,5.0,36,70.0,334.0,,test,40,111
10.0,202.0,1166,4891.0,40113,24.0,4.0,24.0,74.0,13.0,18.0,55.0,27.0,12.0,8.0,51.0,21.0,32.0,35.0,28.0,27.0,51.0,7.0,21.0,37.0,4.0,1185.0,73.0,4.0,36,42.0,510.0,,test,40,113
10.0,427.0,1174,5469.0,40115,32.0,5.0,31.0,72.0,10.0,22.0,38.0,73.0,9.0,8.0,56.0,21.0,34.0,36.0,36.0,33.0,49.0,6.0,25.0,0.0,5.0,2275.0,103.0,3.0,36,66.0,225.0,,test,40,115
10.0,277.0,1240,3013.0,40121,33.0,5.0,23.0,72.0,13.0,21.0,54.0,85.0,18.0,9.0,60.0,22.0,32.0,35.0,36.0,28.0,48.0,6.0,22.0,60.0,5.0,1907.0,82.0,2.0,36,72.0,236.0,,test,40,121
10.0,219.0,1347,3654.0,40129,29.0,5.0,19.0,60.0,11.0,20.0,43.0,64.0,17.0,8.0,44.0,19.0,33.0,36.0,19.0,16.0,56.0,3.0,24.0,0.0,3.0,3643.0,105.0,0.0,36,73.0,58.0,,test,40,129
10.0,181.0,1666,5912.0,40149,25.0,4.0,23.0,75.0,10.0,20.0,33.0,88.0,16.0,8.0,50.0,12.0,28.0,30.0,24.0,27.0,49.0,4.0,23.0,0.0,5.0,5809.0,117.0,0.0,36,64.0,287.0,,test,40,149
9.0,289.0,132,2012.0,41003,8.0,3.0,17.0,91.0,15.0,11.0,50.0,72.0,5.0,6.0,73.0,13.0,23.0,15.0,25.0,12.0,81.0,7.0,18.0,0.0,3.0,1770.0,34.0,15.0,37,9.0,134.0,,test,41,003
10.0,253.0,325,1477.0,41005,10.0,3.0,16.0,89.0,16.0,12.0,46.0,72.0,3.0,6.0,66.0,13.0,26.0,17.0,24.0,15.0,69.0,9.0,16.0,0.0,3.0,1192.0,36.0,13.0,37,20.0,123.0,,test,41,005
11.0,305.0,333,1310.0,41007,11.0,3.0,28.0,87.0,15.0,13.0,25.0,66.0,11.0,6.0,64.0,16.0,26.0,20.0,37.0,21.0,59.0,9.0,21.0,0.0,4.0,1372.0,66.0,11.0,37,31.0,159.0,,test,41,007
9.0,290.0,458,1263.0,41017,14.0,3.0,20.0,89.0,17.0,10.0,41.0,64.0,4.0,6.0,70.0,14.0,20.0,16.0,26.0,12.0,69.0,12.0,20.0,2.0,4.0,1112.0,32.0,18.0,37,32.0,248.0,,test,41,017
9.0,188.0,636,1514.0,41023,25.0,2.0,28.0,87.0,20.0,7.0,31.0,73.0,18.0,5.0,48.0,18.0,24.0,20.0,26.0,24.0,65.0,13.0,22.0,0.0,3.0,1770.0,56.0,13.0,37,32.0,19.0,,test,41,023
9.0,216.0,688,1507.0,41025,31.0,2.0,30.0,80.0,12.0,17.0,47.0,65.0,13.0,6.0,52.0,16.0,26.0,21.0,22.0,10.0,62.0,14.0,24.0,0.0,4.0,1481.0,63.0,14.0,37,34.0,58.0,,test,41,025
9.0,525.0,782,2817.0,41031,36.0,2.0,33.0,88.0,18.0,14.0,52.0,61.0,11.0,7.0,66.0,14.0,29.0,22.0,37.0,18.0,44.0,13.0,28.0,20.0,4.0,1971.0,43.0,9.0,37,69.0,113.0,,test,41,031
9.0,274.0,842,1462.0,41035,19.0,4.0,31.0,79.0,14.0,18.0,43.0,61.0,13.0,8.0,66.0,13.0,27.0,21.0,33.0,23.0,57.0,12.0,22.0,1.0,5.0,1205.0,36.0,11.0,37,48.0,251.0,,test,41,035
9.0,203.0,866,4168.0,41037,35.0,2.0,30.0,88.0,17.0,11.0,29.0,83.0,22.0,7.0,66.0,16.0,26.0,21.0,34.0,18.0,58.0,13.0,24.0,7.0,3.0,1970.0,82.0,25.0,37,33.0,317.0,,test,41,037
10.0,163.0,914,1949.0,41041,13.0,4.0,27.0,87.0,21.0,15.0,23.0,67.0,6.0,5.0,63.0,16.0,27.0,20.0,37.0,25.0,57.0,10.0,23.0,1.0,5.0,1770.0,46.0,11.0,37,42.0,287.0,,test,41,041
9.0,345.0,956,1651.0,41045,15.0,2.0,35.0,74.0,15.0,17.0,35.0,70.0,6.0,6.0,50.0,19.0,26.0,22.0,31.0,22.0,48.0,10.0,27.0,31.0,3.0,1957.0,43.0,6.0,37,66.0,281.0,,test,41,045
10.0,450.0,1075,1195.0,41051,7.0,3.0,26.0,88.0,20.0,13.0,39.0,63.0,4.0,7.0,64.0,17.0,24.0,16.0,32.0,15.0,72.0,9.0,20.0,0.0,4.0,1770.0,42.0,11.0,37,34.0,526.0,,test,41,051
10.0,127.0,1562,2340.0,41057,15.0,3.0,25.0,84.0,21.0,11.0,19.0,78.0,9.0,7.0,62.0,13.0,27.0,20.0,40.0,20.0,47.0,9.0,22.0,17.0,5.0,1329.0,41.0,8.0,37,37.0,78.0,,test,41,057
14.0,198.0,330,2612.0,42031,22.0,3.0,18.0,86.0,14.0,15.0,34.0,90.0,2.0,8.0,68.0,19.0,32.0,30.0,30.0,17.0,50.0,10.0,14.0,8.0,3.0,2219.0,93.0,5.0,38,18.0,200.0,,test,42,031
14.0,176.0,403,2442.0,42039,19.0,5.0,25.0,86.0,12.0,15.0,42.0,86.0,3.0,7.0,71.0,21.0,29.0,26.0,28.0,19.0,48.0,8.0,15.0,8.0,4.0,1533.0,74.0,9.0,38,29.0,85.0,,test,42,039
14.0,150.0,747,3375.0,42061,23.0,3.0,19.0,92.0,19.0,12.0,43.0,87.0,1.0,8.0,71.0,20.0,31.0,32.0,27.0,20.0,41.0,10.0,12.0,6.0,3.0,2093.0,62.0,13.0,38,30.0,190.0,,test,42,061
13.0,253.0,872,2317.0,42071,13.0,3.0,16.0,88.0,14.0,11.0,50.0,88.0,5.0,7.0,68.0,17.0,30.0,22.0,22.0,16.0,51.0,7.0,14.0,8.0,3.0,1383.0,48.0,11.0,38,28.0,180.0,,test,42,071
15.0,276.0,889,2118.0,42073,13.0,4.0,25.0,81.0,13.0,16.0,46.0,91.0,12.0,9.0,62.0,18.0,30.0,29.0,32.0,24.0,54.0,9.0,13.0,0.0,5.0,2115.0,95.0,15.0,38,31.0,403.0,,test,42,073
14.0,264.0,1018,2091.0,42085,17.0,3.0,23.0,82.0,14.0,18.0,47.0,92.0,5.0,8.0,67.0,21.0,30.0,25.0,28.0,25.0,52.0,9.0,12.0,0.0,4.0,1372.0,64.0,10.0,38,27.0,225.0,,test,42,085
13.0,136.0,1412,2818.0,42107,22.0,4.0,19.0,86.0,18.0,16.0,40.0,85.0,2.0,8.0,60.0,26.0,32.0,33.0,32.0,25.0,47.0,10.0,12.0,1.0,4.0,1647.0,92.0,5.0,38,32.0,205.0,,test,42,107
14.0,153.0,1626,2677.0,42121,20.0,3.0,26.0,87.0,15.0,17.0,39.0,91.0,3.0,7.0,73.0,20.0,32.0,29.0,34.0,25.0,51.0,8.0,13.0,0.0,4.0,1664.0,97.0,9.0,38,35.0,142.0,,test,42,121
10.0,156.0,1108,1200.0,44005,8.0,3.0,14.0,85.0,21.0,10.0,35.0,82.0,6.0,7.0,73.0,18.0,22.0,20.0,26.0,14.0,76.0,10.0,10.0,10.0,3.0,1218.0,58.0,17.0,39,16.0,208.0,,test,44,005
10.0,451.0,1280,1886.0,44007,8.0,4.0,27.0,85.0,18.0,15.0,46.0,74.0,5.0,8.0,70.0,23.0,27.0,28.0,42.0,18.0,59.0,12.0,16.0,1.0,4.0,1139.0,73.0,12.0,39,35.0,343.0,,test,44,007
12.0,716.0,287,1076.0,45019,17.0,3.0,26.0,85.0,22.0,11.0,44.0,73.0,6.0,10.0,72.0,22.0,28.0,24.0,41.0,18.0,70.0,8.0,20.0,0.0,3.0,2809.0,46.0,13.0,40,43.0,694.0,,test,45,019
12.0,658.0,361,3930.0,45029,40.0,4.0,40.0,80.0,9.0,20.0,49.0,76.0,12.0,11.0,58.0,28.0,34.0,33.0,42.0,25.0,43.0,13.0,23.0,0.0,4.0,2048.0,86.0,5.0,40,71.0,904.0,,test,45,029
12.0,543.0,480,2083.0,45035,18.0,4.0,19.0,87.0,15.0,15.0,57.0,75.0,5.0,9.0,72.0,19.0,30.0,26.0,34.0,21.0,62.0,8.0,18.0,0.0,4.0,2646.0,65.0,7.0,40,42.0,529.0,,test,45,035
13.0,706.0,540,1213.0,45039,39.0,4.0,32.0,88.0,11.0,16.0,62.0,69.0,7.0,12.0,66.0,31.0,39.0,36.0,52.0,19.0,43.0,12.0,19.0,46.0,4.0,2387.0,61.0,0.0,40,55.0,987.0,,test,45,039
13.0,419.0,650,1906.0,45045,17.0,3.0,25.0,85.0,13.0,14.0,51.0,74.0,10.0,9.0,68.0,18.0,28.0,25.0,33.0,20.0,63.0,8.0,21.0,0.0,3.0,1074.0,43.0,13.0,40,47.0,642.0,,test,45,045
13.0,837.0,1322,1470.0,45079,15.0,3.0,24.0,84.0,19.0,14.0,56.0,59.0,9.0,11.0,71.0,20.0,31.0,26.0,43.0,17.0,71.0,9.0,17.0,0.0,3.0,1212.0,44.0,9.0,40,32.0,1016.0,,test,45,079
13.0,551.0,1465,2523.0,45083,19.0,4.0,27.0,86.0,13.0,17.0,50.0,78.0,13.0,10.0,68.0,24.0,30.0,28.0,34.0,20.0,55.0,10.0,22.0,0.0,4.0,1483.0,67.0,11.0,40,55.0,603.0,,test,45,083
10.0,367.0,352,1534.0,46029,13.0,2.0,15.0,90.0,22.0,11.0,38.0,87.0,7.0,6.0,82.0,17.0,30.0,27.0,30.0,19.0,68.0,4.0,12.0,0.0,3.0,1089.0,81.0,22.0,41,44.0,208.0,,test,46,029
10.0,164.0,654,2156.0,46053,33.0,2.0,30.0,88.0,25.0,10.0,37.0,87.0,15.0,6.0,69.0,20.0,30.0,32.0,20.0,11.0,71.0,4.0,21.0,0.0,2.0,1067.0,122.0,0.0,41,21.0,119.0,,test,46,053
8.0,353.0,742,1373.0,46065,14.0,2.0,14.0,84.0,16.0,11.0,44.0,83.0,7.0,5.0,71.0,15.0,30.0,22.0,30.0,15.0,75.0,4.0,12.0,0.0,3.0,1219.0,35.0,18.0,41,37.0,419.0,,test,46,065
10.0,109.0,914,1058.0,46083,11.0,2.0,6.0,93.0,22.0,8.0,52.0,87.0,2.0,6.0,74.0,12.0,27.0,22.0,19.0,12.0,78.0,4.0,8.0,0.0,2.0,2138.0,55.0,16.0,41,18.0,161.0,,test,46,083
9.0,746.0,941,3800.0,46085,38.0,2.0,32.0,71.0,19.0,12.0,25.0,90.0,21.0,5.0,69.0,23.0,37.0,33.0,57.0,24.0,48.0,6.0,23.0,38.0,2.0,3763.0,43.0,0.0,41,73.0,119.0,,test,46,085
8.0,173.0,1006,1749.0,46093,24.0,3.0,18.0,81.0,16.0,11.0,34.0,85.0,4.0,7.0,63.0,16.0,26.0,27.0,24.0,19.0,66.0,5.0,14.0,5.0,3.0,1695.0,61.0,8.0,41,35.0,42.0,,test,46,093
9.0,342.0,1012,2095.0,46095,85.0,3.0,50.0,70.0,16.0,13.0,100.0,52.0,48.0,7.0,67.0,21.0,37.0,34.0,51.0,25.0,58.0,6.0,20.0,0.0,3.0,2138.0,71.0,0.0,41,95.0,391.0,,test,46,095
10.0,430.0,1038,2073.0,46099,11.0,3.0,15.0,88.0,20.0,10.0,52.0,83.0,5.0,7.0,74.0,16.0,29.0,24.0,32.0,18.0,68.0,5.0,12.0,0.0,3.0,1029.0,58.0,14.0,41,37.0,271.0,,test,46,099
11.0,200.0,1061,3328.0,46101,26.0,2.0,16.0,82.0,17.0,20.0,22.0,87.0,24.0,6.0,79.0,21.0,33.0,28.0,32.0,14.0,65.0,6.0,15.0,4.0,3.0,3246.0,88.0,0.0,41,31.0,85.0,,test,46,101
14.0,140.0,156,6980.0,47007,29.0,4.0,34.0,87.0,7.0,24.0,25.0,77.0,3.0,8.0,65.0,17.0,33.0,36.0,27.0,24.0,35.0,11.0,19.0,81.0,4.0,4286.0,92.0,0.0,42,51.0,107.0,,test,47,007
14.0,205.0,157,1925.0,47009,17.0,3.0,21.0,89.0,8.0,18.0,48.0,91.0,10.0,9.0,69.0,10.0,33.0,27.0,26.0,23.0,53.0,8.0,15.0,0.0,3.0,1687.0,85.0,6.0,42,44.0,330.0,,test,47,009
14.0,361.0,258,4914.0,47017,37.0,4.0,32.0,87.0,8.0,20.0,45.0,97.0,3.0,9.0,59.0,14.0,37.0,35.0,37.0,23.0,47.0,12.0,16.0,0.0,4.0,1900.0,100.0,4.0,42,59.0,253.0,,test,47,017
14.0,256.0,353,1270.0,47031,25.0,5.0,29.0,83.0,9.0,19.0,38.0,85.0,6.0,8.0,59.0,18.0,33.0,27.0,34.0,25.0,47.0,9.0,17.0,0.0,4.0,1319.0,113.0,6.0,42,60.0,540.0,,test,47,031
13.0,312.0,548,3534.0,47047,20.0,3.0,21.0,87.0,8.0,16.0,50.0,79.0,4.0,9.0,62.0,17.0,36.0,31.0,28.0,24.0,56.0,11.0,15.0,0.0,4.0,5493.0,77.0,5.0,42,56.0,504.0,,test,47,047
14.0,447.0,703,3495.0,47077,30.0,3.0,26.0,84.0,7.0,17.0,44.0,92.0,5.0,9.0,57.0,18.0,32.0,33.0,30.0,29.0,45.0,12.0,16.0,4.0,3.0,2774.0,128.0,7.0,42,60.0,648.0,,test,47,077
14.0,397.0,981,1911.0,47119,20.0,3.0,25.0,88.0,12.0,18.0,50.0,82.0,5.0,9.0,68.0,14.0,33.0,31.0,33.0,24.0,51.0,12.0,16.0,15.0,5.0,1531.0,75.0,7.0,42,57.0,661.0,,test,47,119
14.0,63.0,1062,4028.0,47127,26.0,3.0,23.0,92.0,3.0,21.0,29.0,87.0,13.0,9.0,57.0,18.0,31.0,30.0,33.0,24.0,45.0,8.0,15.0,0.0,3.0,2887.0,94.0,0.0,42,33.0,165.0,,test,47,127
13.0,188.0,1518,1610.0,47163,16.0,4.0,27.0,89.0,9.0,21.0,62.0,90.0,14.0,9.0,68.0,19.0,35.0,31.0,32.0,25.0,56.0,8.0,15.0,0.0,5.0,2887.0,86.0,13.0,42,50.0,512.0,,test,47,163
13.0,537.0,1567,4141.0,47167,19.0,3.0,23.0,83.0,9.0,25.0,49.0,96.0,8.0,9.0,62.0,22.0,36.0,33.0,33.0,24.0,52.0,10.0,14.0,13.0,4.0,2912.0,98.0,3.0,42,51.0,690.0,,test,47,167
14.0,225.0,1611,9620.0,47173,36.0,2.0,34.0,87.0,1.0,21.0,57.0,72.0,0.0,10.0,54.0,18.0,32.0,32.0,30.0,24.0,31.0,9.0,18.0,43.0,4.0,4772.0,65.0,0.0,42,63.0,195.0,,test,47,173
15.0,90.0,1711,1362.0,47187,8.0,2.0,7.0,89.0,14.0,7.0,51.0,92.0,3.0,7.0,73.0,15.0,24.0,19.0,14.0,14.0,81.0,6.0,9.0,0.0,2.0,2887.0,59.0,18.0,42,13.0,137.0,,test,47,187
9.0,314.0,64,3242.0,48013,16.0,4.0,32.0,80.0,11.0,25.0,48.0,90.0,6.0,9.0,56.0,26.0,30.0,29.0,33.0,15.0,43.0,8.0,27.0,20.0,6.0,4091.0,92.0,9.0,43,71.0,215.0,,test,48,013
9.0,326.0,220,8687.0,48051,36.0,3.0,26.0,79.0,2.0,13.0,39.0,90.0,5.0,8.0,57.0,19.0,33.0,32.0,27.0,15.0,36.0,7.0,27.0,7.0,2.0,3442.0,87.0,17.0,43,60.0,248.0,,test,48,051
10.0,97.0,259,6243.0,48065,32.0,3.0,13.0,87.0,11.0,17.0,75.0,97.0,11.0,8.0,60.0,19.0,31.0,27.0,18.0,15.0,55.0,5.0,18.0,0.0,3.0,2924.0,48.0,0.0,43,28.0,203.0,,test,48,065
10.0,241.0,312,2825.0,48075,25.0,3.0,32.0,71.0,5.0,17.0,31.0,97.0,19.0,9.0,53.0,19.0,30.0,26.0,31.0,15.0,44.0,6.0,26.0,2.0,3.0,2924.0,103.0,14.0,43,112.0,357.0,,test,48,075
10.0,220.0,374,5673.0,48095,25.0,3.0,31.0,91.0,4.0,17.0,50.0,93.0,10.0,8.0,72.0,19.0,30.0,25.0,33.0,15.0,32.0,8.0,28.0,100.0,3.0,2924.0,77.0,0.0,43,68.0,112.0,,test,48,095
10.0,434.0,446,3969.0,48117,15.0,3.0,31.0,81.0,11.0,17.0,50.0,83.0,11.0,9.0,39.0,19.0,30.0,28.0,27.0,15.0,34.0,6.0,33.0,0.0,3.0,3895.0,49.0,5.0,43,99.0,410.0,,test,48,117
11.0,570.0,505,3317.0,48135,25.0,4.0,21.0,75.0,18.0,22.0,61.0,69.0,8.0,10.0,51.0,22.0,32.0,28.0,39.0,22.0,46.0,6.0,30.0,0.0,4.0,1672.0,91.0,8.0,43,98.0,638.0,,test,48,135
9.0,159.0,548,2776.0,48149,29.0,3.0,22.0,76.0,11.0,17.0,43.0,94.0,9.0,8.0,57.0,19.0,29.0,28.0,27.0,15.0,45.0,6.0,25.0,37.0,3.0,2726.0,75.0,12.0,43,38.0,93.0,,test,48,149
10.0,226.0,640,3437.0,48179,35.0,3.0,19.0,86.0,11.0,16.0,47.0,92.0,7.0,9.0,47.0,19.0,31.0,39.0,28.0,15.0,45.0,6.0,27.0,0.0,3.0,2041.0,78.0,5.0,43,76.0,602.0,,test,48,179
10.0,178.0,678,5669.0,48195,32.0,3.0,20.0,80.0,11.0,17.0,22.0,98.0,13.0,7.0,47.0,19.0,28.0,30.0,21.0,2.0,47.0,5.0,31.0,0.0,3.0,2804.0,102.0,0.0,43,51.0,168.0,,test,48,195
10.0,554.0,723,2350.0,48219,17.0,5.0,26.0,82.0,12.0,17.0,47.0,88.0,12.0,10.0,52.0,15.0,30.0,31.0,28.0,17.0,57.0,6.0,27.0,7.0,3.0,2540.0,73.0,0.0,43,72.0,432.0,,test,48,219
10.0,144.0,776,1017.0,48237,38.0,3.0,20.0,80.0,11.0,17.0,47.0,95.0,14.0,10.0,47.0,19.0,30.0,28.0,30.0,15.0,44.0,5.0,27.0,0.0,3.0,3010.0,152.0,0.0,43,66.0,105.0,,test,48,237
11.0,311.0,809,4577.0,48257,19.0,4.0,18.0,86.0,11.0,16.0,57.0,90.0,4.0,8.0,62.0,19.0,36.0,32.0,27.0,15.0,55.0,8.0,24.0,3.0,5.0,3248.0,84.0,8.0,43,54.0,398.0,,test,48,257
10.0,167.0,836,3933.0,48271,25.0,3.0,33.0,84.0,0.0,17.0,50.0,93.0,2.0,8.0,67.0,19.0,28.0,29.0,39.0,15.0,32.0,9.0,28.0,0.0,3.0,2924.0,76.0,0.0,43,66.0,118.0,,test,48,271
11.0,556.0,868,2199.0,48277,22.0,3.0,30.0,81.0,13.0,20.0,49.0,95.0,12.0,10.0,61.0,17.0,26.0,32.0,31.0,26.0,53.0,10.0,25.0,0.0,5.0,1847.0,93.0,4.0,43,67.0,414.0,,test,48,277
9.0,223.0,896,3430.0,48287,26.0,2.0,21.0,86.0,11.0,17.0,36.0,93.0,3.0,7.0,55.0,19.0,31.0,30.0,33.0,15.0,44.0,6.0,30.0,6.0,5.0,4156.0,72.0,6.0,43,43.0,351.0,,test,48,287
9.0,267.0,1009,4842.0,48325,18.0,3.0,26.0,80.0,11.0,16.0,43.0,91.0,8.0,8.0,52.0,15.0,30.0,26.0,29.0,15.0,53.0,7.0,25.0,3.0,4.0,3547.0,78.0,4.0,43,54.0,228.0,,test,48,325
10.0,61.0,1033,2549.0,48333,25.0,3.0,29.0,84.0,11.0,17.0,33.0,99.0,10.0,8.0,52.0,19.0,29.0,27.0,31.0,15.0,52.0,6.0,33.0,88.0,3.0,2473.0,101.0,20.0,43,45.0,107.0,,test,48,333
10.0,142.0,1053,3325.0,48337,38.0,3.0,25.0,76.0,11.0,17.0,50.0,94.0,8.0,7.0,46.0,19.0,29.0,31.0,22.0,15.0,50.0,6.0,27.0,0.0,3.0,2812.0,129.0,5.0,43,65.0,169.0,,test,48,337
11.0,325.0,1067,3271.0,48343,37.0,3.0,31.0,82.0,11.0,17.0,58.0,91.0,2.0,10.0,60.0,19.0,32.0,31.0,46.0,15.0,54.0,12.0,24.0,0.0,3.0,6470.0,72.0,0.0,43,73.0,427.0,,test,48,343
10.0,536.0,1083,2585.0,48347,26.0,5.0,33.0,77.0,13.0,22.0,55.0,89.0,15.0,8.0,60.0,18.0,30.0,27.0,42.0,29.0,53.0,7.0,28.0,0.0,4.0,1469.0,102.0,6.0,43,42.0,469.0,,test,48,347
10.0,235.0,1110,3945.0,48351,39.0,3.0,30.0,76.0,11.0,17.0,48.0,92.0,10.0,9.0,50.0,19.0,31.0,31.0,44.0,15.0,36.0,14.0,24.0,0.0,3.0,7213.0,82.0,0.0,43,55.0,91.0,,test,48,351
10.0,137.0,1141,3419.0,48357,23.0,3.0,19.0,59.0,11.0,17.0,40.0,96.0,2.0,8.0,46.0,19.0,29.0,27.0,26.0,15.0,36.0,4.0,32.0,0.0,3.0,2551.0,106.0,10.0,43,95.0,186.0,,test,48,357
10.0,223.0,1194,3649.0,48367,20.0,3.0,16.0,83.0,13.0,17.0,58.0,96.0,5.0,7.0,61.0,16.0,32.0,30.0,22.0,20.0,59.0,7.0,22.0,1.0,3.0,2300.0,77.0,5.0,43,43.0,149.0,,test,48,367
12.0,439.0,1206,8787.0,48371,27.0,4.0,24.0,74.0,8.0,16.0,42.0,67.0,10.0,8.0,36.0,19.0,30.0,28.0,31.0,10.0,31.0,5.0,29.0,6.0,3.0,3109.0,129.0,6.0,43,88.0,334.0,,test,48,371
11.0,183.0,1293,1100.0,48379,22.0,3.0,29.0,76.0,11.0,17.0,54.0,96.0,0.0,9.0,62.0,19.0,30.0,29.0,37.0,15.0,42.0,9.0,29.0,0.0,3.0,5469.0,66.0,0.0,43,51.0,145.0,,test,48,379
10.0,212.0,1364,2735.0,48403,55.0,3.0,34.0,77.0,8.0,17.0,30.0,93.0,13.0,7.0,57.0,19.0,31.0,31.0,26.0,15.0,39.0,16.0,25.0,48.0,3.0,5432.0,89.0,0.0,43,75.0,271.0,,test,48,403
9.0,466.0,1387,3265.0,48409,15.0,3.0,30.0,87.0,11.0,20.0,62.0,89.0,7.0,9.0,64.0,16.0,30.0,29.0,33.0,15.0,53.0,10.0,23.0,0.0,4.0,3077.0,90.0,9.0,43,77.0,263.0,,test,48,409
