Date,Share,close
11-Jan-16,Share17,139.7
12-Jan-16,Share17,139.85
13-Jan-16,Share17,138.0
14-Jan-16,Share17,138.45
15-Jan-16,Share17,134.7
18-Jan-16,Share17,129.85
19-Jan-16,Share17,127.7
20-Jan-16,Share17,125.0
21-Jan-16,Share17,119.95
22-Jan-16,Share17,125.05
25-Jan-16,Share17,124.9
27-Jan-16,Share17,121.3
28-Jan-16,Share17,118.3
29-Jan-16,Share17,120.25
1-Feb-16,Share17,123.25
2-Feb-16,Share17,122.15
3-Feb-16,Share17,119.05
4-Feb-16,Share17,122.1
5-Feb-16,Share17,124.75
8-Feb-16,Share17,126.85
9-Feb-16,Share17,128.5
10-Feb-16,Share17,127.55
11-Feb-16,Share17,126.65
12-Feb-16,Share17,125.55
15-Feb-16,Share17,129.0
16-Feb-16,Share17,126.25
17-Feb-16,Share17,124.25
18-Feb-16,Share17,128.85
19-Feb-16,Share17,126.95
22-Feb-16,Share17,129.0
23-Feb-16,Share17,126.3
24-Feb-16,Share17,127.95
25-Feb-16,Share17,126.4
26-Feb-16,Share17,129.1
29-Feb-16,Share17,127.85
1-Mar-16,Share17,128.0
2-Mar-16,Share17,131.7
3-Mar-16,Share17,131.85
4-Mar-16,Share17,132.1
8-Mar-16,Share17,130.6
9-Mar-16,Share17,132.5
10-Mar-16,Share17,133.55
11-Mar-16,Share17,131.85
14-Mar-16,Share17,136.7
15-Mar-16,Share17,135.0
16-Mar-16,Share17,134.9
17-Mar-16,Share17,134.85
18-Mar-16,Share17,136.55
21-Mar-16,Share17,135.65
22-Mar-16,Share17,136.25
23-Mar-16,Share17,135.85
28-Mar-16,Share17,136.05
29-Mar-16,Share17,134.55
30-Mar-16,Share17,138.2
31-Mar-16,Share17,139.35
1-Apr-16,Share17,141.45
4-Apr-16,Share17,141.6
5-Apr-16,Share17,134.85
6-Apr-16,Share17,135.7
7-Apr-16,Share17,134.5
8-Apr-16,Share17,134.2
11-Apr-16,Share17,134.45
12-Apr-16,Share17,135.45
13-Apr-16,Share17,134.35
18-Apr-16,Share17,133.45
20-Apr-16,Share17,136.9
21-Apr-16,Share17,137.4
22-Apr-16,Share17,143.25
25-Apr-16,Share17,144.15
26-Apr-16,Share17,147.6
27-Apr-16,Share17,149.5
28-Apr-16,Share17,146.85
29-Apr-16,Share17,147.25
2-May-16,Share17,143.65
3-May-16,Share17,144.5
4-May-16,Share17,139.45
5-May-16,Share17,141.8
6-May-16,Share17,144.9
9-May-16,Share17,147.0
10-May-16,Share17,148.05
11-May-16,Share17,147.85
12-May-16,Share17,148.0
13-May-16,Share17,146.65
16-May-16,Share17,147.5
17-May-16,Share17,148.2
18-May-16,Share17,151.35
19-May-16,Share17,150.1
20-May-16,Share17,153.3
23-May-16,Share17,153.1
24-May-16,Share17,151.8
25-May-16,Share17,156.95
26-May-16,Share17,156.05
27-May-16,Share17,157.55
30-May-16,Share17,160.45
31-May-16,Share17,164.25
1-Jun-16,Share17,158.9
2-Jun-16,Share17,160.1
3-Jun-16,Share17,157.95
6-Jun-16,Share17,161.6
7-Jun-16,Share17,162.35
8-Jun-16,Share17,163.5
9-Jun-16,Share17,159.6
10-Jun-16,Share17,156.55
13-Jun-16,Share17,158.3
14-Jun-16,Share17,159.3
15-Jun-16,Share17,160.3
16-Jun-16,Share17,160.1
17-Jun-16,Share17,161.35
20-Jun-16,Share17,162.0
21-Jun-16,Share17,162.8
22-Jun-16,Share17,161.7
23-Jun-16,Share17,163.45
24-Jun-16,Share17,165.85
27-Jun-16,Share17,167.45
28-Jun-16,Share17,166.8
29-Jun-16,Share17,164.4
30-Jun-16,Share17,169.3
1-Jul-16,Share17,175.5
4-Jul-16,Share17,175.0
5-Jul-16,Share17,170.55
7-Jul-16,Share17,176.0
8-Jul-16,Share17,173.45
11-Jul-16,Share17,172.75
12-Jul-16,Share17,177.05
13-Jul-16,Share17,182.45
14-Jul-16,Share17,179.8
15-Jul-16,Share17,179.95
18-Jul-16,Share17,179.3
19-Jul-16,Share17,175.7
20-Jul-16,Share17,176.55
21-Jul-16,Share17,174.6
22-Jul-16,Share17,181.4
25-Jul-16,Share17,181.8
26-Jul-16,Share17,177.1
27-Jul-16,Share17,178.2
28-Jul-16,Share17,176.7
29-Jul-16,Share17,179.1
1-Aug-16,Share17,177.3
2-Aug-16,Share17,175.95
3-Aug-16,Share17,173.6
4-Aug-16,Share17,173.05
5-Aug-16,Share17,175.05
8-Aug-16,Share17,174.25
9-Aug-16,Share17,178.35
10-Aug-16,Share17,176.05
11-Aug-16,Share17,174.8
12-Aug-16,Share17,173.05
16-Aug-16,Share17,174.95
17-Aug-16,Share17,176.0
18-Aug-16,Share17,177.2
19-Aug-16,Share17,178.55
22-Aug-16,Share17,175.4
23-Aug-16,Share17,175.0
24-Aug-16,Share17,174.95
25-Aug-16,Share17,176.6
26-Aug-16,Share17,174.6
29-Aug-16,Share17,179.05
30-Aug-16,Share17,183.5
31-Aug-16,Share17,185.3
1-Sep-16,Share17,184.75
2-Sep-16,Share17,187.1
6-Sep-16,Share17,189.75
7-Sep-16,Share17,190.85
8-Sep-16,Share17,192.9
9-Sep-16,Share17,190.75
12-Sep-16,Share17,184.2
14-Sep-16,Share17,188.05
15-Sep-16,Share17,194.7
16-Sep-16,Share17,193.45
19-Sep-16,Share17,194.05
20-Sep-16,Share17,195.1
21-Sep-16,Share17,192.1
22-Sep-16,Share17,194.95
23-Sep-16,Share17,193.05
26-Sep-16,Share17,192.45
27-Sep-16,Share17,189.0
28-Sep-16,Share17,190.05
29-Sep-16,Share17,181.35
30-Sep-16,Share17,183.0
3-Oct-16,Share17,188.5
4-Oct-16,Share17,190.2
5-Oct-16,Share17,194.4
6-Oct-16,Share17,193.05
7-Oct-16,Share17,193.25
10-Oct-16,Share17,192.95
13-Oct-16,Share17,188.1
14-Oct-16,Share17,191.05
17-Oct-16,Share17,185.35
18-Oct-16,Share17,193.35
19-Oct-16,Share17,195.8
20-Oct-16,Share17,199.15
21-Oct-16,Share17,204.05
24-Oct-16,Share17,202.25
25-Oct-16,Share17,203.5
26-Oct-16,Share17,202.5
27-Oct-16,Share17,191.1
28-Oct-16,Share17,195.75
30-Oct-16,Share17,198.45
1-Nov-16,Share17,202.95
2-Nov-16,Share17,197.7
3-Nov-16,Share17,192.8
4-Nov-16,Share17,188.8
7-Nov-16,Share17,193.35
8-Nov-16,Share17,194.2
9-Nov-16,Share17,190.3
10-Nov-16,Share17,193.6
11-Nov-16,Share17,181.05
15-Nov-16,Share17,172.85
16-Nov-16,Share17,178.25
17-Nov-16,Share17,178.2
18-Nov-16,Share17,178.35
21-Nov-16,Share17,170.65
22-Nov-16,Share17,174.7
23-Nov-16,Share17,175.0
24-Nov-16,Share17,171.05
25-Nov-16,Share17,175.7
28-Nov-16,Share17,174.4
29-Nov-16,Share17,178.2
30-Nov-16,Share17,181.15
1-Dec-16,Share17,179.05
2-Dec-16,Share17,175.95
5-Dec-16,Share17,176.7
6-Dec-16,Share17,177.3
7-Dec-16,Share17,175.65
8-Dec-16,Share17,178.55
9-Dec-16,Share17,179.3
12-Dec-16,Share17,174.9
13-Dec-16,Share17,172.75
14-Dec-16,Share17,171.55
15-Dec-16,Share17,174.9
16-Dec-16,Share17,175.45
19-Dec-16,Share17,175.35
20-Dec-16,Share17,173.75
21-Dec-16,Share17,173.1
22-Dec-16,Share17,172.05
23-Dec-16,Share17,173.3
26-Dec-16,Share17,173.05
27-Dec-16,Share17,176.85
28-Dec-16,Share17,177.65
29-Dec-16,Share17,178.95
30-Dec-16,Share17,180.1
2-Jan-17,Share17,183.05
3-Jan-17,Share17,183.0
4-Jan-17,Share17,182.1
5-Jan-17,Share17,184.25
6-Jan-17,Share17,186.5
9-Jan-17,Share17,185.6
10-Jan-17,Share17,183.05
11-Jan-17,Share17,186.45
12-Jan-17,Share17,184.4
13-Jan-17,Share17,182.05
16-Jan-17,Share17,184.95
17-Jan-17,Share17,182.75
18-Jan-17,Share17,189.25
19-Jan-17,Share17,194.2
20-Jan-17,Share17,194.5
23-Jan-17,Share17,194.15
24-Jan-17,Share17,196.85
25-Jan-17,Share17,195.0
27-Jan-17,Share17,197.25
30-Jan-17,Share17,202.6
31-Jan-17,Share17,197.3
1-Feb-17,Share17,202.85
2-Feb-17,Share17,209.7
3-Feb-17,Share17,209.05
6-Feb-17,Share17,208.1
7-Feb-17,Share17,207.75
8-Feb-17,Share17,209.3
9-Feb-17,Share17,207.6
10-Feb-17,Share17,207.9
13-Feb-17,Share17,215.5
14-Feb-17,Share17,213.7
15-Feb-17,Share17,208.6
16-Feb-17,Share17,210.45
17-Feb-17,Share17,210.1
20-Feb-17,Share17,215.3
21-Feb-17,Share17,215.15
22-Feb-17,Share17,213.05
23-Feb-17,Share17,212.55
27-Feb-17,Share17,208.65
28-Feb-17,Share17,211.85
1-Mar-17,Share17,212.5
2-Mar-17,Share17,213.2
3-Mar-17,Share17,210.95
6-Mar-17,Share17,212.75
7-Mar-17,Share17,214.15
8-Mar-17,Share17,211.6
9-Mar-17,Share17,212.15
10-Mar-17,Share17,214.35
14-Mar-17,Share17,216.45
15-Mar-17,Share17,220.85
16-Mar-17,Share17,222.1
17-Mar-17,Share17,219.15
20-Mar-17,Share17,218.55
21-Mar-17,Share17,219.5
22-Mar-17,Share17,214.65
23-Mar-17,Share17,215.85
24-Mar-17,Share17,215.65
27-Mar-17,Share17,213.65
28-Mar-17,Share17,216.55
29-Mar-17,Share17,219.8
30-Mar-17,Share17,220.55
31-Mar-17,Share17,224.35
3-Apr-17,Share17,230.0
5-Apr-17,Share17,228.65
6-Apr-17,Share17,227.25
7-Apr-17,Share17,224.85
10-Apr-17,Share17,227.1
11-Apr-17,Share17,233.0
12-Apr-17,Share17,227.65
13-Apr-17,Share17,227.35
17-Apr-17,Share17,230.75
18-Apr-17,Share17,225.2
19-Apr-17,Share17,233.8
20-Apr-17,Share17,238.45
21-Apr-17,Share17,234.45
24-Apr-17,Share17,235.65
25-Apr-17,Share17,235.85
26-Apr-17,Share17,230.25
27-Apr-17,Share17,227.6
28-Apr-17,Share17,229.85
30-Apr-15,Share18,131.4
4-May-15,Share18,136.5
5-May-15,Share18,134.7
6-May-15,Share18,128.3
7-May-15,Share18,125.85
8-May-15,Share18,131.3
11-May-15,Share18,135.05
12-May-15,Share18,130.25
13-May-15,Share18,131.9
14-May-15,Share18,136.85
15-May-15,Share18,138.8
18-May-15,Share18,136.75
19-May-15,Share18,138.4
20-May-15,Share18,140.95
21-May-15,Share18,142.5
22-May-15,Share18,140.45
25-May-15,Share18,141.05
26-May-15,Share18,141.5
27-May-15,Share18,144.45
28-May-15,Share18,142.85
29-May-15,Share18,142.9
1-Jun-15,Share18,142.85
2-Jun-15,Share18,138.9
3-Jun-15,Share18,137.9
4-Jun-15,Share18,135.8
5-Jun-15,Share18,135.35
8-Jun-15,Share18,132.75
9-Jun-15,Share18,135.95
10-Jun-15,Share18,136.35
11-Jun-15,Share18,131.95
12-Jun-15,Share18,131.75
15-Jun-15,Share18,132.4
16-Jun-15,Share18,135.2
17-Jun-15,Share18,140.9
18-Jun-15,Share18,140.6
19-Jun-15,Share18,141.6
22-Jun-15,Share18,143.6
23-Jun-15,Share18,142.35
24-Jun-15,Share18,141.45
25-Jun-15,Share18,149.5
26-Jun-15,Share18,147.45
29-Jun-15,Share18,147.2
30-Jun-15,Share18,147.8
1-Jul-15,Share18,150.05
2-Jul-15,Share18,154.05
3-Jul-15,Share18,154.55
6-Jul-15,Share18,155.9
7-Jul-15,Share18,153.8
8-Jul-15,Share18,75.4
9-Jul-15,Share18,76.1
10-Jul-15,Share18,76.05
13-Jul-15,Share18,78.4
14-Jul-15,Share18,77.95
15-Jul-15,Share18,77.6
16-Jul-15,Share18,76.65
17-Jul-15,Share18,75.8
20-Jul-15,Share18,70.7
21-Jul-15,Share18,69.65
22-Jul-15,Share18,70.45
23-Jul-15,Share18,69.9
24-Jul-15,Share18,69.7
27-Jul-15,Share18,68.25
28-Jul-15,Share18,68.6
29-Jul-15,Share18,68.5
30-Jul-15,Share18,68.4
31-Jul-15,Share18,67.75
3-Aug-15,Share18,67.7
4-Aug-15,Share18,67.5
5-Aug-15,Share18,68.45
6-Aug-15,Share18,67.6
7-Aug-15,Share18,67.95
10-Aug-15,Share18,67.2
11-Aug-15,Share18,67.4
12-Aug-15,Share18,65.15
13-Aug-15,Share18,64.6
14-Aug-15,Share18,67.2
17-Aug-15,Share18,67.7
18-Aug-15,Share18,67.45
19-Aug-15,Share18,67.3
20-Aug-15,Share18,66.7
21-Aug-15,Share18,67.0
24-Aug-15,Share18,60.95
25-Aug-15,Share18,62.5
26-Aug-15,Share18,60.75
27-Aug-15,Share18,61.7
28-Aug-15,Share18,62.45
31-Aug-15,Share18,61.4
1-Sep-15,Share18,59.25
2-Sep-15,Share18,59.2
3-Sep-15,Share18,59.35
4-Sep-15,Share18,57.7
7-Sep-15,Share18,57.2
8-Sep-15,Share18,58.2
9-Sep-15,Share18,59.7
10-Sep-15,Share18,59.65
11-Sep-15,Share18,60.4
14-Sep-15,Share18,61.05
15-Sep-15,Share18,60.0
16-Sep-15,Share18,60.4
18-Sep-15,Share18,63.2
21-Sep-15,Share18,65.4
22-Sep-15,Share18,63.6
23-Sep-15,Share18,64.0
24-Sep-15,Share18,64.45
28-Sep-15,Share18,64.15
29-Sep-15,Share18,64.55
30-Sep-15,Share18,63.95
1-Oct-15,Share18,65.35
5-Oct-15,Share18,65.05
6-Oct-15,Share18,65.15
7-Oct-15,Share18,65.05
8-Oct-15,Share18,64.5
9-Oct-15,Share18,64.3
12-Oct-15,Share18,66.3
13-Oct-15,Share18,64.65
14-Oct-15,Share18,64.4
15-Oct-15,Share18,64.35
16-Oct-15,Share18,64.55
19-Oct-15,Share18,64.9
20-Oct-15,Share18,65.45
21-Oct-15,Share18,57.45
23-Oct-15,Share18,57.05
26-Oct-15,Share18,57.1
27-Oct-15,Share18,56.55
28-Oct-15,Share18,56.25
29-Oct-15,Share18,55.15
30-Oct-15,Share18,54.25
2-Nov-15,Share18,54.75
3-Nov-15,Share18,55.2
4-Nov-15,Share18,55.2
5-Nov-15,Share18,54.7
6-Nov-15,Share18,54.6
9-Nov-15,Share18,54.15
10-Nov-15,Share18,53.65
11-Nov-15,Share18,54.05
13-Nov-15,Share18,53.7
16-Nov-15,Share18,56.75
17-Nov-15,Share18,56.8
18-Nov-15,Share18,55.55
19-Nov-15,Share18,56.95
20-Nov-15,Share18,56.4
23-Nov-15,Share18,56.95
24-Nov-15,Share18,56.9
26-Nov-15,Share18,56.75
27-Nov-15,Share18,58.75
30-Nov-15,Share18,58.7
1-Dec-15,Share18,58.9
2-Dec-15,Share18,57.35
3-Dec-15,Share18,57.0
4-Dec-15,Share18,56.8
7-Dec-15,Share18,57.55
8-Dec-15,Share18,57.5
9-Dec-15,Share18,55.0
10-Dec-15,Share18,55.45
11-Dec-15,Share18,54.4
14-Dec-15,Share18,53.35
15-Dec-15,Share18,53.75
16-Dec-15,Share18,54.3
17-Dec-15,Share18,55.15
18-Dec-15,Share18,55.1
21-Dec-15,Share18,56.3
22-Dec-15,Share18,56.1
23-Dec-15,Share18,56.45
24-Dec-15,Share18,56.2
28-Dec-15,Share18,56.75
29-Dec-15,Share18,56.85
30-Dec-15,Share18,56.4
31-Dec-15,Share18,56.0
1-Jan-16,Share18,56.95
4-Jan-16,Share18,55.8
5-Jan-16,Share18,55.75
6-Jan-16,Share18,54.85
7-Jan-16,Share18,52.5
8-Jan-16,Share18,52.6
11-Jan-16,Share18,52.3
12-Jan-16,Share18,48.25
13-Jan-16,Share18,49.75
14-Jan-16,Share18,48.05
15-Jan-16,Share18,47.95
18-Jan-16,Share18,48.0
19-Jan-16,Share18,48.55
20-Jan-16,Share18,47.7
21-Jan-16,Share18,47.45
22-Jan-16,Share18,48.6
25-Jan-16,Share18,47.15
27-Jan-16,Share18,47.45
28-Jan-16,Share18,46.5
29-Jan-16,Share18,46.15
1-Feb-16,Share18,46.9
2-Feb-16,Share18,46.55
3-Feb-16,Share18,46.05
4-Feb-16,Share18,45.1
5-Feb-16,Share18,45.8
8-Feb-16,Share18,46.1
9-Feb-16,Share18,44.6
10-Feb-16,Share18,45.2
11-Feb-16,Share18,43.55
12-Feb-16,Share18,43.05
15-Feb-16,Share18,44.3
16-Feb-16,Share18,44.6
17-Feb-16,Share18,45.75
18-Feb-16,Share18,46.95
19-Feb-16,Share18,48.3
22-Feb-16,Share18,49.35
23-Feb-16,Share18,48.2
24-Feb-16,Share18,46.35
25-Feb-16,Share18,44.9
26-Feb-16,Share18,46.05
29-Feb-16,Share18,46.25
1-Mar-16,Share18,47.5
2-Mar-16,Share18,50.1
3-Mar-16,Share18,49.5
4-Mar-16,Share18,49.9
8-Mar-16,Share18,49.55
9-Mar-16,Share18,48.85
10-Mar-16,Share18,48.95
11-Mar-16,Share18,48.5
14-Mar-16,Share18,48.2
15-Mar-16,Share18,47.65
16-Mar-16,Share18,48.3
17-Mar-16,Share18,50.1
18-Mar-16,Share18,49.9
21-Mar-16,Share18,50.5
22-Mar-16,Share18,49.9
23-Mar-16,Share18,49.6
28-Mar-16,Share18,47.5
29-Mar-16,Share18,46.95
30-Mar-16,Share18,46.7
31-Mar-16,Share18,46.45
1-Apr-16,Share18,46.75
4-Apr-16,Share18,44.85
5-Apr-16,Share18,43.65
6-Apr-16,Share18,43.95
7-Apr-16,Share18,42.75
8-Apr-16,Share18,43.15
11-Apr-16,Share18,43.55
12-Apr-16,Share18,44.05
13-Apr-16,Share18,44.75
18-Apr-16,Share18,45.25
20-Apr-16,Share18,43.9
21-Apr-16,Share18,46.05
22-Apr-16,Share18,47.4
25-Apr-16,Share18,48.15
26-Apr-16,Share18,48.4
27-Apr-16,Share18,48.0
28-Apr-16,Share18,46.4
29-Apr-16,Share18,45.85
2-May-16,Share18,46.45
3-May-16,Share18,46.9
4-May-16,Share18,48.85
5-May-16,Share18,48.95
6-May-16,Share18,48.2
9-May-16,Share18,49.3
10-May-16,Share18,49.15
11-May-16,Share18,48.6
12-May-16,Share18,48.85
13-May-16,Share18,49.95
16-May-16,Share18,50.85
17-May-16,Share18,50.55
18-May-16,Share18,50.4
19-May-16,Share18,49.65
20-May-16,Share18,50.6
23-May-16,Share18,49.55
24-May-16,Share18,49.45
25-May-16,Share18,50.7
26-May-16,Share18,52.75
27-May-16,Share18,52.55
30-May-16,Share18,52.4
31-May-16,Share18,52.35
1-Jun-16,Share18,50.95
2-Jun-16,Share18,51.5
3-Jun-16,Share18,51.0
6-Jun-16,Share18,53.6
7-Jun-16,Share18,56.65
8-Jun-16,Share18,57.95
9-Jun-16,Share18,58.35
10-Jun-16,Share18,58.45
13-Jun-16,Share18,56.8
14-Jun-16,Share18,58.45
15-Jun-16,Share18,59.1
16-Jun-16,Share18,57.7
17-Jun-16,Share18,57.75
20-Jun-16,Share18,57.0
21-Jun-16,Share18,56.7
22-Jun-16,Share18,55.65
23-Jun-16,Share18,56.0
24-Jun-16,Share18,55.05
27-Jun-16,Share18,55.95
28-Jun-16,Share18,56.0
29-Jun-16,Share18,56.25
30-Jun-16,Share18,57.6
1-Jul-16,Share18,59.0
4-Jul-16,Share18,60.8
5-Jul-16,Share18,60.0
7-Jul-16,Share18,60.0
8-Jul-16,Share18,60.95
11-Jul-16,Share18,61.4
12-Jul-16,Share18,62.4
13-Jul-16,Share18,61.1
14-Jul-16,Share18,62.7
15-Jul-16,Share18,61.55
18-Jul-16,Share18,59.75
19-Jul-16,Share18,60.25
20-Jul-16,Share18,62.7
21-Jul-16,Share18,60.95
22-Jul-16,Share18,63.85
25-Jul-16,Share18,66.1
26-Jul-16,Share18,64.5
27-Jul-16,Share18,65.0
28-Jul-16,Share18,64.8
29-Jul-16,Share18,64.65
1-Aug-16,Share18,65.0
2-Aug-16,Share18,63.35
3-Aug-16,Share18,61.9
4-Aug-16,Share18,62.75
5-Aug-16,Share18,64.15
8-Aug-16,Share18,63.55
9-Aug-16,Share18,63.95
10-Aug-16,Share18,62.7
11-Aug-16,Share18,63.05
12-Aug-16,Share18,63.6
16-Aug-16,Share18,64.95
17-Aug-16,Share18,64.25
18-Aug-16,Share18,64.95
19-Aug-16,Share18,66.5
22-Aug-16,Share18,66.5
23-Aug-16,Share18,66.95
24-Aug-16,Share18,67.75
25-Aug-16,Share18,66.8
26-Aug-16,Share18,66.55
29-Aug-16,Share18,67.05
30-Aug-16,Share18,67.8
31-Aug-16,Share18,68.75
1-Sep-16,Share18,69.65
2-Sep-16,Share18,70.1
6-Sep-16,Share18,71.8
7-Sep-16,Share18,74.4
8-Sep-16,Share18,73.8
9-Sep-16,Share18,73.45
12-Sep-16,Share18,70.9
14-Sep-16,Share18,72.4
15-Sep-16,Share18,71.55
16-Sep-16,Share18,72.45
19-Sep-16,Share18,74.05
20-Sep-16,Share18,71.9
21-Sep-16,Share18,71.0
22-Sep-16,Share18,73.2
23-Sep-16,Share18,72.9
26-Sep-16,Share18,72.95
27-Sep-16,Share18,72.4
28-Sep-16,Share18,75.55
29-Sep-16,Share18,70.3
30-Sep-16,Share18,72.0
3-Oct-16,Share18,74.3
4-Oct-16,Share18,75.4
5-Oct-16,Share18,74.3
6-Oct-16,Share18,73.05
7-Oct-16,Share18,73.2
10-Oct-16,Share18,73.0
13-Oct-16,Share18,70.55
14-Oct-16,Share18,70.95
17-Oct-16,Share18,70.1
18-Oct-16,Share18,71.9
19-Oct-16,Share18,70.6
20-Oct-16,Share18,73.25
21-Oct-16,Share18,73.15
24-Oct-16,Share18,75.0
25-Oct-16,Share18,81.2
26-Oct-16,Share18,82.0
27-Oct-16,Share18,81.55
28-Oct-16,Share18,81.95
30-Oct-16,Share18,82.3
1-Nov-16,Share18,81.9
2-Nov-16,Share18,79.45
3-Nov-16,Share18,76.85
4-Nov-16,Share18,76.6
7-Nov-16,Share18,77.25
8-Nov-16,Share18,77.1
9-Nov-16,Share18,76.2
10-Nov-16,Share18,80.3
11-Nov-16,Share18,77.3
15-Nov-16,Share18,73.8
16-Nov-16,Share18,72.35
17-Nov-16,Share18,73.05
18-Nov-16,Share18,71.1
21-Nov-16,Share18,66.95
22-Nov-16,Share18,69.65
23-Nov-16,Share18,69.6
24-Nov-16,Share18,67.9
25-Nov-16,Share18,70.65
28-Nov-16,Share18,69.95
29-Nov-16,Share18,69.55
30-Nov-16,Share18,70.8
1-Dec-16,Share18,69.35
2-Dec-16,Share18,68.2
5-Dec-16,Share18,68.2
6-Dec-16,Share18,69.85
7-Dec-16,Share18,69.2
8-Dec-16,Share18,70.3
9-Dec-16,Share18,71.2
12-Dec-16,Share18,70.55
13-Dec-16,Share18,70.95
14-Dec-16,Share18,69.65
15-Dec-16,Share18,69.45
16-Dec-16,Share18,68.6
19-Dec-16,Share18,68.0
20-Dec-16,Share18,67.8
21-Dec-16,Share18,67.0
22-Dec-16,Share18,65.8
23-Dec-16,Share18,65.0
26-Dec-16,Share18,62.4
27-Dec-16,Share18,64.3
28-Dec-16,Share18,65.3
29-Dec-16,Share18,66.25
30-Dec-16,Share18,66.85
2-Jan-17,Share18,66.05
3-Jan-17,Share18,66.15
4-Jan-17,Share18,65.75
5-Jan-17,Share18,67.5
6-Jan-17,Share18,67.2
9-Jan-17,Share18,68.35
10-Jan-17,Share18,69.9
11-Jan-17,Share18,72.55
12-Jan-17,Share18,72.35
13-Jan-17,Share18,72.55
16-Jan-17,Share18,74.7
17-Jan-17,Share18,75.55
18-Jan-17,Share18,76.8
19-Jan-17,Share18,77.1
20-Jan-17,Share18,78.05
23-Jan-17,Share18,78.0
24-Jan-17,Share18,78.55
25-Jan-17,Share18,78.8
27-Jan-17,Share18,78.6
30-Jan-17,Share18,77.45
31-Jan-17,Share18,76.05
1-Feb-17,Share18,79.35
2-Feb-17,Share18,83.9
3-Feb-17,Share18,84.55
6-Feb-17,Share18,84.0
7-Feb-17,Share18,83.05
8-Feb-17,Share18,83.4
9-Feb-17,Share18,83.9
10-Feb-17,Share18,84.45
13-Feb-17,Share18,83.95
14-Feb-17,Share18,83.15
15-Feb-17,Share18,81.05
16-Feb-17,Share18,82.6
17-Feb-17,Share18,83.4
20-Feb-17,Share18,85.95
21-Feb-17,Share18,86.1
22-Feb-17,Share18,84.3
23-Feb-17,Share18,84.1
27-Feb-17,Share18,83.3
28-Feb-17,Share18,87.35
1-Mar-17,Share18,88.05
2-Mar-17,Share18,84.85
3-Mar-17,Share18,85.3
6-Mar-17,Share18,85.35
7-Mar-17,Share18,84.65
8-Mar-17,Share18,84.3
9-Mar-17,Share18,85.6
10-Mar-17,Share18,85.0
14-Mar-17,Share18,86.35
15-Mar-17,Share18,86.4
16-Mar-17,Share18,88.45
17-Mar-17,Share18,87.3
20-Mar-17,Share18,86.9
21-Mar-17,Share18,88.75
22-Mar-17,Share18,87.05
23-Mar-17,Share18,88.25
24-Mar-17,Share18,89.85
27-Mar-17,Share18,90.0
28-Mar-17,Share18,90.55
29-Mar-17,Share18,91.15
30-Mar-17,Share18,90.75
31-Mar-17,Share18,91.45
3-Apr-17,Share18,90.5
5-Apr-17,Share18,91.0
6-Apr-17,Share18,88.9
7-Apr-17,Share18,87.85
10-Apr-17,Share18,89.95
11-Apr-17,Share18,92.0
12-Apr-17,Share18,92.55
13-Apr-17,Share18,92.6
17-Apr-17,Share18,92.55
18-Apr-17,Share18,91.95
19-Apr-17,Share18,91.65
20-Apr-17,Share18,92.55
21-Apr-17,Share18,92.35
24-Apr-17,Share18,92.9
25-Apr-17,Share18,93.95
26-Apr-17,Share18,94.45
27-Apr-17,Share18,94.35
28-Apr-17,Share18,107.6
30-Apr-15,Share19,269.05
4-May-15,Share19,272.55
5-May-15,Share19,270.2
6-May-15,Share19,265.3
7-May-15,Share19,261.2
8-May-15,Share19,260.65
11-May-15,Share19,259.45
12-May-15,Share19,242.2
13-May-15,Share19,247.95
14-May-15,Share19,245.35
15-May-15,Share19,251.25
18-May-15,Share19,248.05
19-May-15,Share19,247.2
20-May-15,Share19,246.95
21-May-15,Share19,253.5
22-May-15,Share19,250.35
25-May-15,Share19,252.05
26-May-15,Share19,250.5
27-May-15,Share19,251.1
28-May-15,Share19,251.2
29-May-15,Share19,248.1
1-Jun-15,Share19,250.25
2-Jun-15,Share19,241.2
3-Jun-15,Share19,235.9
4-Jun-15,Share19,237.35
5-Jun-15,Share19,236.8
8-Jun-15,Share19,238.6
9-Jun-15,Share19,237.4
10-Jun-15,Share19,233.0
11-Jun-15,Share19,226.6
12-Jun-15,Share19,223.45
15-Jun-15,Share19,226.35
16-Jun-15,Share19,229.75
17-Jun-15,Share19,236.6
18-Jun-15,Share19,230.95
19-Jun-15,Share19,230.75
22-Jun-15,Share19,232.75
23-Jun-15,Share19,237.8
24-Jun-15,Share19,239.25
25-Jun-15,Share19,242.7
26-Jun-15,Share19,246.85
29-Jun-15,Share19,246.3
30-Jun-15,Share19,249.55
1-Jul-15,Share19,253.2
2-Jul-15,Share19,257.95
3-Jul-15,Share19,259.8
6-Jul-15,Share19,260.4
7-Jul-15,Share19,261.0
8-Jul-15,Share19,256.4
9-Jul-15,Share19,255.05
10-Jul-15,Share19,253.1
13-Jul-15,Share19,261.25
14-Jul-15,Share19,259.3
15-Jul-15,Share19,258.95
16-Jul-15,Share19,257.1
17-Jul-15,Share19,261.2
20-Jul-15,Share19,264.85
21-Jul-15,Share19,259.05
22-Jul-15,Share19,260.25
23-Jul-15,Share19,265.75
24-Jul-15,Share19,265.15
27-Jul-15,Share19,252.7
28-Jul-15,Share19,250.45
29-Jul-15,Share19,251.8
30-Jul-15,Share19,253.55
31-Jul-15,Share19,255.6
3-Aug-15,Share19,251.6
4-Aug-15,Share19,252.5
5-Aug-15,Share19,254.55
