Date,Open,Share
28-Jun-16,257.0,Share10
29-Jun-16,258.1,Share10
30-Jun-16,262.45,Share10
1-Jul-16,266.8,Share10
4-Jul-16,264.0,Share10
5-Jul-16,242.4,Share10
7-Jul-16,223.1,Share10
8-Jul-16,230.1,Share10
11-Jul-16,240.5,Share10
12-Jul-16,243.25,Share10
13-Jul-16,250.0,Share10
14-Jul-16,238.6,Share10
15-Jul-16,245.0,Share10
18-Jul-16,245.0,Share10
19-Jul-16,238.2,Share10
20-Jul-16,235.0,Share10
21-Jul-16,237.85,Share10
22-Jul-16,235.7,Share10
25-Jul-16,232.1,Share10
26-Jul-16,233.1,Share10
27-Jul-16,230.0,Share10
28-Jul-16,238.0,Share10
29-Jul-16,241.35,Share10
1-Aug-16,256.8,Share10
2-Aug-16,258.5,Share10
3-Aug-16,248.0,Share10
4-Aug-16,245.0,Share10
5-Aug-16,253.0,Share10
8-Aug-16,257.0,Share10
9-Aug-16,258.05,Share10
10-Aug-16,256.65,Share10
11-Aug-16,263.85,Share10
12-Aug-16,261.8,Share10
16-Aug-16,256.1,Share10
17-Aug-16,264.5,Share10
18-Aug-16,272.1,Share10
19-Aug-16,274.25,Share10
22-Aug-16,269.0,Share10
23-Aug-16,277.45,Share10
24-Aug-16,268.0,Share10
25-Aug-16,271.5,Share10
26-Aug-16,273.65,Share10
29-Aug-16,268.0,Share10
30-Aug-16,266.5,Share10
31-Aug-16,271.0,Share10
1-Sep-16,270.0,Share10
2-Sep-16,267.0,Share10
6-Sep-16,267.8,Share10
7-Sep-16,274.95,Share10
8-Sep-16,264.25,Share10
9-Sep-16,268.6,Share10
12-Sep-16,252.0,Share10
14-Sep-16,251.15,Share10
15-Sep-16,251.85,Share10
16-Sep-16,255.2,Share10
19-Sep-16,254.4,Share10
20-Sep-16,253.8,Share10
21-Sep-16,249.0,Share10
22-Sep-16,251.0,Share10
23-Sep-16,251.8,Share10
26-Sep-16,246.0,Share10
27-Sep-16,246.75,Share10
28-Sep-16,247.0,Share10
29-Sep-16,248.55,Share10
30-Sep-16,239.0,Share10
3-Oct-16,249.0,Share10
4-Oct-16,249.8,Share10
5-Oct-16,255.0,Share10
6-Oct-16,257.1,Share10
7-Oct-16,257.65,Share10
10-Oct-16,272.95,Share10
13-Oct-16,264.8,Share10
14-Oct-16,263.5,Share10
17-Oct-16,267.3,Share10
18-Oct-16,259.9,Share10
19-Oct-16,261.6,Share10
20-Oct-16,275.0,Share10
21-Oct-16,272.0,Share10
24-Oct-16,278.95,Share10
25-Oct-16,281.9,Share10
26-Oct-16,279.35,Share10
27-Oct-16,277.4,Share10
28-Oct-16,283.6,Share10
30-Oct-16,289.0,Share10
1-Nov-16,288.65,Share10
2-Nov-16,281.7,Share10
3-Nov-16,276.0,Share10
4-Nov-16,267.1,Share10
7-Nov-16,263.9,Share10
8-Nov-16,262.0,Share10
9-Nov-16,248.0,Share10
10-Nov-16,260.95,Share10
11-Nov-16,256.0,Share10
15-Nov-16,245.35,Share10
16-Nov-16,240.0,Share10
17-Nov-16,243.0,Share10
18-Nov-16,241.9,Share10
21-Nov-16,247.7,Share10
22-Nov-16,233.1,Share10
23-Nov-16,244.65,Share10
24-Nov-16,252.0,Share10
25-Nov-16,250.25,Share10
28-Nov-16,244.9,Share10
29-Nov-16,247.6,Share10
30-Nov-16,257.1,Share10
1-Dec-16,264.0,Share10
2-Dec-16,267.4,Share10
5-Dec-16,258.0,Share10
6-Dec-16,252.5,Share10
7-Dec-16,256.0,Share10
8-Dec-16,263.0,Share10
9-Dec-16,271.8,Share10
12-Dec-16,281.95,Share10
13-Dec-16,284.5,Share10
14-Dec-16,280.0,Share10
15-Dec-16,275.0,Share10
16-Dec-16,274.95,Share10
19-Dec-16,278.45,Share10
20-Dec-16,281.1,Share10
21-Dec-16,279.3,Share10
22-Dec-16,284.0,Share10
23-Dec-16,277.8,Share10
26-Dec-16,274.0,Share10
27-Dec-16,270.15,Share10
28-Dec-16,270.05,Share10
29-Dec-16,279.0,Share10
30-Dec-16,289.75,Share10
2-Jan-17,296.8,Share10
3-Jan-17,303.35,Share10
4-Jan-17,302.85,Share10
5-Jan-17,305.0,Share10
6-Jan-17,314.95,Share10
9-Jan-17,312.0,Share10
10-Jan-17,328.2,Share10
11-Jan-17,341.0,Share10
12-Jan-17,335.45,Share10
13-Jan-17,330.0,Share10
16-Jan-17,329.9,Share10
17-Jan-17,328.4,Share10
18-Jan-17,328.95,Share10
19-Jan-17,331.6,Share10
20-Jan-17,331.85,Share10
23-Jan-17,324.5,Share10
24-Jan-17,317.55,Share10
25-Jan-17,328.0,Share10
27-Jan-17,335.95,Share10
30-Jan-17,332.5,Share10
31-Jan-17,323.0,Share10
1-Feb-17,313.6,Share10
2-Feb-17,326.0,Share10
3-Feb-17,332.0,Share10
6-Feb-17,338.0,Share10
7-Feb-17,333.8,Share10
8-Feb-17,333.3,Share10
9-Feb-17,344.0,Share10
10-Feb-17,344.0,Share10
13-Feb-17,352.8,Share10
14-Feb-17,355.9,Share10
15-Feb-17,350.35,Share10
16-Feb-17,345.0,Share10
17-Feb-17,350.0,Share10
20-Feb-17,342.9,Share10
21-Feb-17,335.35,Share10
22-Feb-17,335.05,Share10
23-Feb-17,335.05,Share10
27-Feb-17,333.0,Share10
28-Feb-17,331.3,Share10
1-Mar-17,329.55,Share10
2-Mar-17,330.65,Share10
3-Mar-17,328.05,Share10
6-Mar-17,322.55,Share10
7-Mar-17,316.1,Share10
8-Mar-17,326.4,Share10
9-Mar-17,325.85,Share10
10-Mar-17,320.05,Share10
14-Mar-17,319.5,Share10
15-Mar-17,318.5,Share10
16-Mar-17,323.4,Share10
17-Mar-17,323.95,Share10
20-Mar-17,327.95,Share10
21-Mar-17,326.0,Share10
22-Mar-17,330.05,Share10
23-Mar-17,319.8,Share10
24-Mar-17,319.0,Share10
27-Mar-17,319.8,Share10
28-Mar-17,314.55,Share10
29-Mar-17,317.15,Share10
30-Mar-17,315.0,Share10
31-Mar-17,317.1,Share10
3-Apr-17,314.95,Share10
5-Apr-17,309.0,Share10
6-Apr-17,314.9,Share10
7-Apr-17,311.95,Share10
10-Apr-17,324.0,Share10
11-Apr-17,330.0,Share10
12-Apr-17,337.6,Share10
13-Apr-17,342.0,Share10
17-Apr-17,337.35,Share10
18-Apr-17,338.0,Share10
19-Apr-17,347.7,Share10
20-Apr-17,346.1,Share10
21-Apr-17,369.95,Share10
24-Apr-17,368.0,Share10
25-Apr-17,369.45,Share10
26-Apr-17,365.15,Share10
27-Apr-17,361.0,Share10
28-Apr-17,363.95,Share10
30-Apr-15,856.0,Share11
4-May-15,866.0,Share11
5-May-15,856.6,Share11
6-May-15,860.5,Share11
7-May-15,842.0,Share11
8-May-15,850.0,Share11
11-May-15,858.1,Share11
12-May-15,861.8,Share11
13-May-15,850.4,Share11
14-May-15,849.1,Share11
15-May-15,865.25,Share11
18-May-15,859.0,Share11
19-May-15,861.95,Share11
20-May-15,862.15,Share11
21-May-15,865.0,Share11
22-May-15,865.0,Share11
25-May-15,855.0,Share11
26-May-15,846.3,Share11
27-May-15,844.95,Share11
28-May-15,849.7,Share11
29-May-15,853.0,Share11
1-Jun-15,908.8,Share11
2-Jun-15,917.0,Share11
3-Jun-15,898.5,Share11
4-Jun-15,905.0,Share11
5-Jun-15,903.0,Share11
8-Jun-15,896.8,Share11
9-Jun-15,913.0,Share11
10-Jun-15,906.0,Share11
11-Jun-15,902.1,Share11
12-Jun-15,816.9,Share11
15-Jun-15,895.0,Share11
16-Jun-15,877.05,Share11
17-Jun-15,885.0,Share11
18-Jun-15,895.0,Share11
19-Jun-15,909.75,Share11
22-Jun-15,902.0,Share11
23-Jun-15,903.0,Share11
24-Jun-15,899.95,Share11
25-Jun-15,902.0,Share11
26-Jun-15,900.0,Share11
29-Jun-15,903.9,Share11
30-Jun-15,905.0,Share11
1-Jul-15,895.0,Share11
2-Jul-15,930.0,Share11
3-Jul-15,925.0,Share11
6-Jul-15,919.0,Share11
7-Jul-15,934.9,Share11
8-Jul-15,964.0,Share11
9-Jul-15,973.05,Share11
10-Jul-15,950.0,Share11
13-Jul-15,952.55,Share11
14-Jul-15,957.2,Share11
15-Jul-15,964.95,Share11
16-Jul-15,983.0,Share11
17-Jul-15,982.8,Share11
20-Jul-15,969.0,Share11
21-Jul-15,992.0,Share11
22-Jul-15,985.0,Share11
23-Jul-15,1000.0,Share11
24-Jul-15,990.0,Share11
27-Jul-15,980.0,Share11
28-Jul-15,983.0,Share11
29-Jul-15,955.3,Share11
30-Jul-15,1004.0,Share11
31-Jul-15,1000.0,Share11
3-Aug-15,999.0,Share11
4-Aug-15,1020.0,Share11
5-Aug-15,1025.0,Share11
6-Aug-15,1034.0,Share11
7-Aug-15,1190.0,Share11
10-Aug-15,1185.0,Share11
11-Aug-15,1196.05,Share11
12-Aug-15,1149.8,Share11
13-Aug-15,1139.0,Share11
14-Aug-15,1159.95,Share11
17-Aug-15,1207.8,Share11
18-Aug-15,1179.95,Share11
19-Aug-15,1158.5,Share11
20-Aug-15,1180.1,Share11
21-Aug-15,1149.0,Share11
24-Aug-15,1121.9,Share11
25-Aug-15,1051.0,Share11
26-Aug-15,1149.0,Share11
27-Aug-15,1122.0,Share11
28-Aug-15,1080.45,Share11
31-Aug-15,1108.25,Share11
1-Sep-15,1075.0,Share11
2-Sep-15,1072.7,Share11
3-Sep-15,1068.8,Share11
4-Sep-15,1075.95,Share11
7-Sep-15,1080.0,Share11
8-Sep-15,1058.0,Share11
9-Sep-15,1069.8,Share11
10-Sep-15,1105.0,Share11
11-Sep-15,1118.85,Share11
14-Sep-15,1117.0,Share11
15-Sep-15,1116.8,Share11
16-Sep-15,1099.85,Share11
18-Sep-15,1092.0,Share11
21-Sep-15,1085.0,Share11
22-Sep-15,1133.8,Share11
23-Sep-15,1085.0,Share11
24-Sep-15,1089.0,Share11
28-Sep-15,1112.0,Share11
29-Sep-15,1097.95,Share11
30-Sep-15,1095.0,Share11
1-Oct-15,1095.0,Share11
5-Oct-15,1090.0,Share11
6-Oct-15,1116.7,Share11
7-Oct-15,1086.4,Share11
8-Oct-15,1065.0,Share11
9-Oct-15,1055.0,Share11
12-Oct-15,1066.05,Share11
13-Oct-15,1075.0,Share11
14-Oct-15,1039.9,Share11
15-Oct-15,1064.0,Share11
16-Oct-15,1065.0,Share11
19-Oct-15,1058.0,Share11
20-Oct-15,1062.5,Share11
21-Oct-15,1073.0,Share11
23-Oct-15,1077.0,Share11
26-Oct-15,1070.0,Share11
27-Oct-15,1083.0,Share11
28-Oct-15,1060.25,Share11
29-Oct-15,1075.0,Share11
30-Oct-15,1063.4,Share11
2-Nov-15,1088.0,Share11
3-Nov-15,1084.0,Share11
4-Nov-15,1070.1,Share11
5-Nov-15,1080.0,Share11
6-Nov-15,1059.05,Share11
9-Nov-15,1039.0,Share11
10-Nov-15,1048.65,Share11
11-Nov-15,1016.0,Share11
13-Nov-15,1039.0,Share11
16-Nov-15,1011.0,Share11
17-Nov-15,1008.0,Share11
18-Nov-15,992.0,Share11
19-Nov-15,987.95,Share11
20-Nov-15,1001.0,Share11
23-Nov-15,1016.0,Share11
24-Nov-15,1011.0,Share11
26-Nov-15,1019.0,Share11
27-Nov-15,1004.0,Share11
30-Nov-15,1004.0,Share11
1-Dec-15,1001.8,Share11
2-Dec-15,1020.0,Share11
3-Dec-15,1008.0,Share11
4-Dec-15,992.3,Share11
7-Dec-15,994.7,Share11
8-Dec-15,995.0,Share11
9-Dec-15,990.0,Share11
10-Dec-15,993.6,Share11
11-Dec-15,991.35,Share11
14-Dec-15,981.55,Share11
15-Dec-15,1032.5,Share11
16-Dec-15,1015.45,Share11
17-Dec-15,1012.35,Share11
18-Dec-15,1015.0,Share11
21-Dec-15,1028.0,Share11
22-Dec-15,1036.0,Share11
23-Dec-15,1028.9,Share11
24-Dec-15,1026.95,Share11
28-Dec-15,1030.0,Share11
29-Dec-15,1017.25,Share11
30-Dec-15,1036.0,Share11
31-Dec-15,1022.0,Share11
1-Jan-16,1030.0,Share11
4-Jan-16,1038.8,Share11
5-Jan-16,1045.5,Share11
6-Jan-16,1012.05,Share11
7-Jan-16,1011.5,Share11
8-Jan-16,1022.85,Share11
11-Jan-16,998.0,Share11
12-Jan-16,988.95,Share11
13-Jan-16,995.05,Share11
14-Jan-16,970.0,Share11
15-Jan-16,982.2,Share11
18-Jan-16,991.9,Share11
19-Jan-16,965.0,Share11
20-Jan-16,945.0,Share11
21-Jan-16,923.5,Share11
22-Jan-16,900.05,Share11
25-Jan-16,915.0,Share11
27-Jan-16,900.0,Share11
28-Jan-16,914.0,Share11
29-Jan-16,915.05,Share11
1-Feb-16,933.0,Share11
2-Feb-16,953.0,Share11
3-Feb-16,888.0,Share11
4-Feb-16,901.0,Share11
5-Feb-16,937.0,Share11
8-Feb-16,980.0,Share11
9-Feb-16,949.0,Share11
10-Feb-16,927.25,Share11
11-Feb-16,930.0,Share11
12-Feb-16,922.5,Share11
15-Feb-16,897.8,Share11
16-Feb-16,900.0,Share11
17-Feb-16,893.0,Share11
18-Feb-16,889.0,Share11
19-Feb-16,885.0,Share11
22-Feb-16,875.0,Share11
23-Feb-16,881.0,Share11
24-Feb-16,875.0,Share11
25-Feb-16,866.0,Share11
26-Feb-16,858.6,Share11
29-Feb-16,833.0,Share11
1-Mar-16,818.0,Share11
2-Mar-16,839.0,Share11
3-Mar-16,829.1,Share11
4-Mar-16,885.0,Share11
8-Mar-16,879.0,Share11
9-Mar-16,860.0,Share11
10-Mar-16,865.0,Share11
11-Mar-16,851.4,Share11
14-Mar-16,851.85,Share11
15-Mar-16,840.0,Share11
16-Mar-16,843.3,Share11
17-Mar-16,862.0,Share11
18-Mar-16,846.0,Share11
21-Mar-16,849.8,Share11
22-Mar-16,854.95,Share11
23-Mar-16,890.0,Share11
28-Mar-16,878.0,Share11
29-Mar-16,862.0,Share11
30-Mar-16,845.8,Share11
31-Mar-16,854.0,Share11
1-Apr-16,840.0,Share11
4-Apr-16,860.2,Share11
5-Apr-16,860.25,Share11
6-Apr-16,838.0,Share11
7-Apr-16,872.45,Share11
8-Apr-16,860.0,Share11
11-Apr-16,870.0,Share11
12-Apr-16,880.1,Share11
13-Apr-16,900.0,Share11
18-Apr-16,910.0,Share11
20-Apr-16,892.1,Share11
21-Apr-16,898.15,Share11
22-Apr-16,882.8,Share11
25-Apr-16,877.0,Share11
26-Apr-16,869.0,Share11
27-Apr-16,880.0,Share11
28-Apr-16,892.9,Share11
29-Apr-16,874.1,Share11
2-May-16,889.8,Share11
3-May-16,895.0,Share11
4-May-16,892.5,Share11
5-May-16,860.0,Share11
6-May-16,855.0,Share11
9-May-16,854.0,Share11
10-May-16,868.9,Share11
11-May-16,881.8,Share11
12-May-16,871.0,Share11
13-May-16,870.0,Share11
16-May-16,858.0,Share11
17-May-16,851.1,Share11
18-May-16,854.5,Share11
19-May-16,860.0,Share11
20-May-16,859.0,Share11
23-May-16,869.7,Share11
24-May-16,868.0,Share11
25-May-16,876.0,Share11
26-May-16,846.1,Share11
27-May-16,807.0,Share11
30-May-16,778.0,Share11
31-May-16,788.45,Share11
1-Jun-16,803.45,Share11
2-Jun-16,784.0,Share11
3-Jun-16,789.0,Share11
6-Jun-16,798.8,Share11
7-Jun-16,805.0,Share11
8-Jun-16,800.0,Share11
9-Jun-16,800.0,Share11
10-Jun-16,797.95,Share11
13-Jun-16,795.0,Share11
14-Jun-16,799.95,Share11
15-Jun-16,804.0,Share11
16-Jun-16,799.95,Share11
17-Jun-16,801.7,Share11
20-Jun-16,798.65,Share11
21-Jun-16,802.0,Share11
22-Jun-16,801.0,Share11
23-Jun-16,815.0,Share11
24-Jun-16,800.0,Share11
27-Jun-16,802.0,Share11
28-Jun-16,806.0,Share11
29-Jun-16,812.05,Share11
30-Jun-16,840.0,Share11
1-Jul-16,848.0,Share11
4-Jul-16,847.9,Share11
5-Jul-16,852.5,Share11
7-Jul-16,842.1,Share11
8-Jul-16,829.0,Share11
11-Jul-16,823.1,Share11
12-Jul-16,828.0,Share11
13-Jul-16,816.0,Share11
14-Jul-16,817.0,Share11
15-Jul-16,818.0,Share11
18-Jul-16,819.0,Share11
19-Jul-16,823.0,Share11
20-Jul-16,845.05,Share11
21-Jul-16,855.0,Share11
22-Jul-16,894.0,Share11
25-Jul-16,887.25,Share11
26-Jul-16,887.4,Share11
27-Jul-16,890.5,Share11
28-Jul-16,878.15,Share11
29-Jul-16,887.25,Share11
1-Aug-16,871.0,Share11
2-Aug-16,840.3,Share11
3-Aug-16,850.1,Share11
4-Aug-16,826.25,Share11
5-Aug-16,839.3,Share11
8-Aug-16,859.0,Share11
9-Aug-16,910.0,Share11
10-Aug-16,898.0,Share11
11-Aug-16,888.25,Share11
12-Aug-16,897.0,Share11
16-Aug-16,909.0,Share11
17-Aug-16,896.0,Share11
18-Aug-16,897.9,Share11
19-Aug-16,895.0,Share11
22-Aug-16,897.0,Share11
23-Aug-16,876.0,Share11
24-Aug-16,890.0,Share11
25-Aug-16,912.5,Share11
26-Aug-16,905.0,Share11
29-Aug-16,895.0,Share11
30-Aug-16,903.0,Share11
31-Aug-16,923.0,Share11
1-Sep-16,926.9,Share11
2-Sep-16,922.1,Share11
6-Sep-16,933.0,Share11
7-Sep-16,925.05,Share11
8-Sep-16,927.0,Share11
9-Sep-16,935.65,Share11
12-Sep-16,927.0,Share11
14-Sep-16,933.0,Share11
15-Sep-16,913.85,Share11
16-Sep-16,909.7,Share11
19-Sep-16,923.0,Share11
20-Sep-16,925.0,Share11
21-Sep-16,916.0,Share11
22-Sep-16,905.1,Share11
23-Sep-16,910.05,Share11
26-Sep-16,900.0,Share11
27-Sep-16,894.05,Share11
28-Sep-16,903.3,Share11
29-Sep-16,902.8,Share11
30-Sep-16,886.0,Share11
3-Oct-16,901.0,Share11
4-Oct-16,928.7,Share11
5-Oct-16,929.0,Share11
6-Oct-16,934.65,Share11
7-Oct-16,916.65,Share11
10-Oct-16,910.5,Share11
13-Oct-16,903.9,Share11
14-Oct-16,879.8,Share11
17-Oct-16,869.9,Share11
18-Oct-16,854.55,Share11
19-Oct-16,864.4,Share11
20-Oct-16,849.7,Share11
21-Oct-16,861.25,Share11
24-Oct-16,862.0,Share11
25-Oct-16,854.0,Share11
26-Oct-16,867.35,Share11
27-Oct-16,895.0,Share11
28-Oct-16,855.25,Share11
30-Oct-16,850.0,Share11
1-Nov-16,865.0,Share11
2-Nov-16,852.75,Share11
3-Nov-16,838.55,Share11
4-Nov-16,841.0,Share11
7-Nov-16,833.9,Share11
8-Nov-16,842.5,Share11
9-Nov-16,819.0,Share11
10-Nov-16,820.2,Share11
11-Nov-16,822.85,Share11
15-Nov-16,807.0,Share11
16-Nov-16,809.0,Share11
17-Nov-16,793.0,Share11
18-Nov-16,782.25,Share11
21-Nov-16,790.0,Share11
22-Nov-16,768.0,Share11
23-Nov-16,772.25,Share11
24-Nov-16,750.0,Share11
25-Nov-16,776.0,Share11
28-Nov-16,776.75,Share11
29-Nov-16,764.9,Share11
30-Nov-16,776.05,Share11
1-Dec-16,788.0,Share11
2-Dec-16,772.0,Share11
5-Dec-16,755.0,Share11
6-Dec-16,772.0,Share11
7-Dec-16,783.9,Share11
8-Dec-16,771.6,Share11
9-Dec-16,792.65,Share11
12-Dec-16,804.0,Share11
13-Dec-16,773.15,Share11
14-Dec-16,783.95,Share11
15-Dec-16,783.75,Share11
16-Dec-16,802.8,Share11
19-Dec-16,808.15,Share11
20-Dec-16,807.2,Share11
21-Dec-16,805.0,Share11
22-Dec-16,806.95,Share11
23-Dec-16,809.0,Share11
26-Dec-16,797.0,Share11
27-Dec-16,793.0,Share11
28-Dec-16,800.0,Share11
29-Dec-16,812.4,Share11
30-Dec-16,806.25,Share11
2-Jan-17,826.75,Share11
3-Jan-17,825.15,Share11
4-Jan-17,845.05,Share11
5-Jan-17,813.9,Share11
6-Jan-17,816.75,Share11
9-Jan-17,809.0,Share11
10-Jan-17,806.2,Share11
11-Jan-17,820.55,Share11
12-Jan-17,840.0,Share11
13-Jan-17,849.1,Share11
16-Jan-17,852.5,Share11
17-Jan-17,848.75,Share11
18-Jan-17,840.0,Share11
19-Jan-17,832.0,Share11
20-Jan-17,833.1,Share11
23-Jan-17,818.3,Share11
24-Jan-17,832.1,Share11
25-Jan-17,843.15,Share11
27-Jan-17,838.0,Share11
30-Jan-17,847.15,Share11
31-Jan-17,850.25,Share11
1-Feb-17,840.0,Share11
2-Feb-17,882.0,Share11
3-Feb-17,901.0,Share11
6-Feb-17,894.0,Share11
7-Feb-17,915.0,Share11
8-Feb-17,904.0,Share11
9-Feb-17,906.15,Share11
10-Feb-17,915.0,Share11
13-Feb-17,901.4,Share11
14-Feb-17,871.05,Share11
15-Feb-17,886.0,Share11
16-Feb-17,882.9,Share11
17-Feb-17,885.25,Share11
20-Feb-17,888.05,Share11
21-Feb-17,894.2,Share11
22-Feb-17,904.0,Share11
23-Feb-17,890.0,Share11
27-Feb-17,890.9,Share11
28-Feb-17,892.05,Share11
1-Mar-17,891.35,Share11
2-Mar-17,885.0,Share11
3-Mar-17,872.25,Share11
6-Mar-17,878.5,Share11
7-Mar-17,872.75,Share11
8-Mar-17,868.0,Share11
9-Mar-17,862.2,Share11
10-Mar-17,855.0,Share11
14-Mar-17,861.0,Share11
15-Mar-17,847.1,Share11
16-Mar-17,874.9,Share11
17-Mar-17,878.55,Share11
20-Mar-17,894.1,Share11
21-Mar-17,909.45,Share11
22-Mar-17,895.0,Share11
23-Mar-17,904.0,Share11
24-Mar-17,910.0,Share11
27-Mar-17,939.0,Share11
28-Mar-17,928.9,Share11
29-Mar-17,938.15,Share11
30-Mar-17,934.25,Share11
31-Mar-17,941.9,Share11
3-Apr-17,950.35,Share11
5-Apr-17,964.0,Share11
6-Apr-17,965.0,Share11
7-Apr-17,961.0,Share11
10-Apr-17,961.5,Share11
11-Apr-17,985.0,Share11
12-Apr-17,976.0,Share11
13-Apr-17,981.05,Share11
17-Apr-17,976.0,Share11
18-Apr-17,960.2,Share11
19-Apr-17,939.4,Share11
20-Apr-17,947.0,Share11
21-Apr-17,945.7,Share11
24-Apr-17,976.5,Share11
25-Apr-17,979.45,Share11
26-Apr-17,969.0,Share11
27-Apr-17,1014.0,Share11
28-Apr-17,1016.9,Share11
30-Apr-15,599.9,Share12
4-May-15,590.75,Share12
5-May-15,582.3,Share12
6-May-15,595.75,Share12
7-May-15,571.1,Share12
8-May-15,565.0,Share12
11-May-15,590.0,Share12
12-May-15,585.0,Share12
13-May-15,573.55,Share12
14-May-15,588.55,Share12
15-May-15,604.95,Share12
18-May-15,600.25,Share12
19-May-15,614.0,Share12
20-May-15,620.0,Share12
21-May-15,620.85,Share12
22-May-15,630.0,Share12
25-May-15,640.85,Share12
26-May-15,655.0,Share12
27-May-15,630.0,Share12
28-May-15,640.95,Share12
29-May-15,604.0,Share12
1-Jun-15,656.95,Share12
2-Jun-15,641.9,Share12
3-Jun-15,610.0,Share12
4-Jun-15,596.0,Share12
5-Jun-15,602.0,Share12
8-Jun-15,590.0,Share12
9-Jun-15,595.0,Share12
10-Jun-15,590.0,Share12
11-Jun-15,599.95,Share12
12-Jun-15,597.95,Share12
15-Jun-15,594.95,Share12
16-Jun-15,590.0,Share12
17-Jun-15,591.05,Share12
18-Jun-15,615.0,Share12
19-Jun-15,619.8,Share12
22-Jun-15,625.0,Share12
23-Jun-15,639.2,Share12
24-Jun-15,638.1,Share12
25-Jun-15,630.75,Share12
26-Jun-15,613.15,Share12
29-Jun-15,598.0,Share12
30-Jun-15,593.85,Share12
1-Jul-15,599.0,Share12
2-Jul-15,600.65,Share12
3-Jul-15,620.5,Share12
6-Jul-15,615.0,Share12
7-Jul-15,620.0,Share12
8-Jul-15,629.95,Share12
9-Jul-15,627.45,Share12
10-Jul-15,618.85,Share12
13-Jul-15,613.85,Share12
14-Jul-15,622.25,Share12
15-Jul-15,625.0,Share12
16-Jul-15,609.3,Share12
17-Jul-15,600.2,Share12
20-Jul-15,600.0,Share12
21-Jul-15,605.05,Share12
22-Jul-15,600.25,Share12
23-Jul-15,606.0,Share12
24-Jul-15,621.0,Share12
27-Jul-15,607.0,Share12
28-Jul-15,595.05,Share12
29-Jul-15,596.05,Share12
30-Jul-15,605.0,Share12
31-Jul-15,609.9,Share12
3-Aug-15,614.0,Share12
4-Aug-15,610.05,Share12
5-Aug-15,607.05,Share12
6-Aug-15,594.05,Share12
7-Aug-15,585.15,Share12
10-Aug-15,592.0,Share12
11-Aug-15,603.0,Share12
12-Aug-15,595.0,Share12
13-Aug-15,564.0,Share12
14-Aug-15,545.0,Share12
17-Aug-15,537.0,Share12
18-Aug-15,510.05,Share12
19-Aug-15,525.05,Share12
20-Aug-15,513.0,Share12
21-Aug-15,510.0,Share12
24-Aug-15,510.0,Share12
25-Aug-15,439.1,Share12
26-Aug-15,472.5,Share12
27-Aug-15,493.9,Share12
28-Aug-15,487.3,Share12
31-Aug-15,479.75,Share12
1-Sep-15,471.5,Share12
2-Sep-15,472.35,Share12
3-Sep-15,465.05,Share12
4-Sep-15,480.0,Share12
7-Sep-15,470.2,Share12
8-Sep-15,453.4,Share12
9-Sep-15,457.95,Share12
10-Sep-15,464.9,Share12
11-Sep-15,459.05,Share12
14-Sep-15,457.95,Share12
15-Sep-15,452.15,Share12
16-Sep-15,447.05,Share12
18-Sep-15,472.0,Share12
21-Sep-15,442.6,Share12
22-Sep-15,448.95,Share12
23-Sep-15,433.55,Share12
24-Sep-15,445.45,Share12
28-Sep-15,440.25,Share12
29-Sep-15,431.1,Share12
30-Sep-15,430.35,Share12
1-Oct-15,444.95,Share12
5-Oct-15,438.05,Share12
6-Oct-15,440.4,Share12
7-Oct-15,435.05,Share12
8-Oct-15,435.1,Share12
9-Oct-15,441.0,Share12
12-Oct-15,461.35,Share12
13-Oct-15,477.85,Share12
14-Oct-15,497.0,Share12
15-Oct-15,490.0,Share12
16-Oct-15,490.45,Share12
19-Oct-15,470.05,Share12
20-Oct-15,478.0,Share12
21-Oct-15,478.0,Share12
23-Oct-15,481.55,Share12
26-Oct-15,472.05,Share12
27-Oct-15,462.1,Share12
28-Oct-15,458.05,Share12
29-Oct-15,453.1,Share12
30-Oct-15,442.25,Share12
2-Nov-15,445.0,Share12
3-Nov-15,447.0,Share12
4-Nov-15,431.05,Share12
5-Nov-15,429.35,Share12
6-Nov-15,424.0,Share12
9-Nov-15,430.0,Share12
10-Nov-15,429.85,Share12
11-Nov-15,429.85,Share12
13-Nov-15,421.5,Share12
16-Nov-15,428.0,Share12
17-Nov-15,432.0,Share12
18-Nov-15,447.65,Share12
19-Nov-15,450.05,Share12
20-Nov-15,468.05,Share12
23-Nov-15,475.1,Share12
24-Nov-15,481.05,Share12
26-Nov-15,494.0,Share12
27-Nov-15,492.0,Share12
30-Nov-15,484.3,Share12
1-Dec-15,489.9,Share12
2-Dec-15,489.95,Share12
3-Dec-15,486.35,Share12
4-Dec-15,482.95,Share12
7-Dec-15,480.55,Share12
8-Dec-15,480.1,Share12
9-Dec-15,471.35,Share12
10-Dec-15,459.05,Share12
11-Dec-15,480.0,Share12
14-Dec-15,460.0,Share12
15-Dec-15,465.15,Share12
16-Dec-15,482.95,Share12
17-Dec-15,482.8,Share12
18-Dec-15,487.7,Share12
21-Dec-15,486.0,Share12
22-Dec-15,520.0,Share12
23-Dec-15,508.0,Share12
24-Dec-15,510.05,Share12
28-Dec-15,519.6,Share12
29-Dec-15,542.1,Share12
30-Dec-15,526.5,Share12
31-Dec-15,522.95,Share12
1-Jan-16,514.9,Share12
4-Jan-16,518.05,Share12
5-Jan-16,518.0,Share12
6-Jan-16,518.3,Share12
7-Jan-16,515.05,Share12
